utt_id,method,ref,hyp,conf,wer_%,is_score,is_tier,verdict,preserved,lost,verdict_raw,source
TkvjDZseD4k_3__f924845d_00_000000_000327,hyp_vote_score,we can gather observations on as far away as a distant galaxy or as zoomed in as the hydrogen wave function there are certain questions that we cannot answer what lies outside of the natural world well we have to think about that and i think that's why,contraction syndrome is very rare it's a dissecting aortic aneurysm that's an arterial infection there's still a lot of questions we don't answer what causes outside of the natural,0.684,81.2,0.88,1,N,,,N,judged
TkvjDZseD4k_3__f924845d_00_000000_000327,hyp_vote_conf,we can gather observations on as far away as a distant galaxy or as zoomed in as the hydrogen wave function there are certain questions that we cannot answer what lies outside of the natural world well we have to think about that and i think that's why,contraction syndrome is very rare it's a dissecting aortic aneurysm is an arterial infection there's still a lot of questions we don't answer what causes outside of the natural,0.685,81.2,0.88,1,N,,,N,judged
TlsfItQc05o_9__a08b8dbb_00_000000_000091,baseline,non event and so it's important for the operators to know that,of it and so it's important that you not because you know you,0.737311812547537,66.7,2.31,3,N,,,N,judged
TlsfItQc05o_9__a08b8dbb_00_000000_000091,hyp_mbr,non event and so it's important for the operators to know that,of it and so it's important that you not because you know you,0.639,66.7,2.31,3,P,struct,key,P:struct/-key,judged
TlsfItQc05o_9__a08b8dbb_00_000000_000091,hyp_vote_score,non event and so it's important for the operators to know that,of it and so it's important that you not because you know you,0.629,66.7,2.31,3,P,struct,key,P:struct/-key,judged
TlsfItQc05o_9__a08b8dbb_00_000000_000091,hyp_vote_conf,non event and so it's important for the operators to know that,of it and so it's important that you not because you know you,0.628,66.7,2.31,3,P,struct,key,P:struct/-key,judged
To1LGmAKqmk_3__6a1da9f2_00_000000_000300,baseline,or maybe headspace it would be most common that the young person wouldn't pay anything at all many care would cover that but if the young person comes to the psychologist and they're a private,maybe headspace it would be most common that the young person wouldn't make anything to medicate with that but if a young person came to a psychologist and they're a private,0.7749690564890062,31.4,3.92,4,P,key+sem,detail,P:key+sem/-detail,judged
To1LGmAKqmk_3__6a1da9f2_00_000000_000300,hyp_mbr,or maybe headspace it would be most common that the young person wouldn't pay anything at all many care would cover that but if the young person comes to the psychologist and they're a private,maybe headspace it would be most common that the young person wouldn't make anything to medicate with that but if a young person came to a psychologist and they're a private psychologist,0.69,34.3,3.92,4,P,key+sem,detail,P:key+sem/-detail,judged
To1LGmAKqmk_3__6a1da9f2_00_000000_000300,hyp_vote_score,or maybe headspace it would be most common that the young person wouldn't pay anything at all many care would cover that but if the young person comes to the psychologist and they're a private,maybe headspace it would be most common that the young person wouldn't make anything to medicate with that but if a young person came to a psychologist and they're a private,0.699,31.4,3.92,4,Y,,,Y,judged
To1LGmAKqmk_3__6a1da9f2_00_000000_000300,hyp_vote_conf,or maybe headspace it would be most common that the young person wouldn't pay anything at all many care would cover that but if the young person comes to the psychologist and they're a private,maybe headspace it would be most common that the young person wouldn't make anything to medicate with all but if a young person came to a psychologist and they're a private,0.7,34.3,3.92,4,P,key+struct,detail,P:key+struct/-detail,judged
To1LGmAKqmk_3__6a1da9f2_01_000250_000336,baseline,psychologist and they're a private psychologist then it may be that they're not going to be,psychologist there are private psychologists that are made,0.6770215667784214,81.2,2.4,3,P,key+struct,detail,P:key+struct/-detail,judged
To1LGmAKqmk_3__6a1da9f2_01_000250_000336,hyp_mbr,psychologist and they're a private psychologist then it may be that they're not going to be,psychologist there are private psychologists that are,0.622,81.2,2.4,3,P,key+sem,detail,P:key+sem/-detail,judged
To1LGmAKqmk_3__6a1da9f2_01_000250_000336,hyp_vote_score,psychologist and they're a private psychologist then it may be that they're not going to be,psychologist there are private psychologists that are made,0.638,81.2,2.4,3,P,key,detail,P:key/-detail,judged
To1LGmAKqmk_3__6a1da9f2_01_000250_000336,hyp_vote_conf,psychologist and they're a private psychologist then it may be that they're not going to be,there are private psychologists that are made,0.657,87.5,2.4,3,P,key,detail,P:key/-detail,judged
TsW0x9WhoOY_6__2bf37d67_00_000000_000091,baseline,i was able to put this cabinet and that one over there show them that,for this time and i have to figure out how to,0.47855868258259515,86.7,1.03,2,N,,,N,judged
TsW0x9WhoOY_6__2bf37d67_00_000000_000091,hyp_mbr,i was able to put this cabinet and that one over there show them that,for this time and i have to figure out how to,0.49,86.7,1.03,2,N,,,N,judged
TsW0x9WhoOY_6__2bf37d67_00_000000_000091,hyp_vote_score,i was able to put this cabinet and that one over there show them that,for this time and i have to figure out how to,0.587,86.7,1.03,2,N,,,N,judged
TsW0x9WhoOY_6__2bf37d67_00_000000_000091,hyp_vote_conf,i was able to put this cabinet and that one over there show them that,for this time and i have to figure out how to,0.584,86.7,1.03,2,N,,,N,judged
TsfWqK2fQw8_15__ecba6b17_00_000000_000101,baseline,next two weeks or so going after another link network,the next two weeks or so going after another lead that we're going to,0.8338814271347863,60.0,3.36,4,Y,,,Y,judged
TsfWqK2fQw8_15__ecba6b17_00_000000_000101,hyp_mbr,next two weeks or so going after another link network,the next two weeks or so going after another lead that we're going,0.74,50.0,3.36,4,P,key+sem,detail,P:key+sem/-detail,judged
TsfWqK2fQw8_15__ecba6b17_00_000000_000101,hyp_vote_score,next two weeks or so going after another link network,the next two weeks or so going after another lead that we're going to,0.64,60.0,3.36,4,P,struct+key,detail,P:struct+key/-detail,judged
TsfWqK2fQw8_15__ecba6b17_00_000000_000101,hyp_vote_conf,next two weeks or so going after another link network,the next two weeks or so going after another lead that we're going,0.65,50.0,3.36,4,P,key+struct,detail,P:key+struct/-detail,judged
TuUiNhbMzjY_8__8b4a8fec_00_000000_000091,baseline,one really nice thing about this is,what a brilliant idea this is,0.6566468377908071,71.4,1.84,2,P,sem,detail,P:sem/-detail,judged
TuUiNhbMzjY_8__8b4a8fec_00_000000_000091,hyp_mbr,one really nice thing about this is,what a brilliant idea about this is,0.621,57.1,1.84,2,P,struct,key,P:struct/-key,judged
TuUiNhbMzjY_8__8b4a8fec_00_000000_000091,hyp_vote_score,one really nice thing about this is,what a brilliant idea this is,0.539,71.4,1.84,2,N,,,N,judged
TuUiNhbMzjY_8__8b4a8fec_00_000000_000091,hyp_vote_conf,one really nice thing about this is,what a brilliant idea this is,0.538,71.4,1.84,2,N,,,N,judged
Ty0NRKmR-8E_8__5463d4e2_00_000000_000359,baseline,very honored to be here and i have been in many biennials i met bose and shweta for the first time in sao paulo when i was showing at the sao paulo biennial,radio economy and they helped me many many years i met paul rusesabagina for the first time in 2004 when he was telling his story at the united nations,0.6068499578998007,66.7,2.02,3,P,struct,key,P:struct/-key,judged
Ty0NRKmR-8E_8__5463d4e2_00_000000_000359,hyp_mbr,very honored to be here and i have been in many biennials i met bose and shweta for the first time in sao paulo when i was showing at the sao paulo biennial,radio economy and they helped me many many years i met paul rusesabagina for the first time in 2004 when he was telling his story at the mandela,0.579,66.7,2.02,3,N,,,N,judged
Ty0NRKmR-8E_8__5463d4e2_00_000000_000359,hyp_vote_score,very honored to be here and i have been in many biennials i met bose and shweta for the first time in sao paulo when i was showing at the sao paulo biennial,radio economy and they helped me many many years i met paul rusesabagina for the first time in 2004 when he was telling his story at the mandela,0.558,66.7,2.02,3,P,struct+sem,key,P:struct+sem/-key,judged
Ty0NRKmR-8E_8__5463d4e2_00_000000_000359,hyp_vote_conf,very honored to be here and i have been in many biennials i met bose and shweta for the first time in sao paulo when i was showing at the sao paulo biennial,our economy and they helped in many many years i met paul rusesabagina for the first time in 2004 when he was telling his story at the nations,0.552,66.7,2.02,3,N,,,N,judged
Ty0NRKmR-8E_8__5463d4e2_01_000299_000386,baseline,was showing at the bahia sao paulo bahia,story about the power of healing through,0.5252585453646523,87.5,1.16,2,N,,,N,judged
Ty0NRKmR-8E_8__5463d4e2_01_000299_000386,hyp_mbr,was showing at the bahia sao paulo bahia,story about the power of healing through,0.514,87.5,1.16,2,N,,,N,judged
Ty0NRKmR-8E_8__5463d4e2_01_000299_000386,hyp_vote_score,was showing at the bahia sao paulo bahia,story about the power of healing through,0.594,87.5,1.16,2,N,,,N,judged
Ty0NRKmR-8E_8__5463d4e2_01_000299_000386,hyp_vote_conf,was showing at the bahia sao paulo bahia,story about the power of healing through,0.601,87.5,1.16,2,N,,,N,judged
U1RD9xbin8s_0__f8d3bd3b_00_000000_000072,baseline,there was little they could do,to look sexy they could do,0.5048301070928574,50.0,2.77,3,P,struct,key,P:struct/-key,judged
U1RD9xbin8s_0__f8d3bd3b_00_000000_000072,hyp_mbr,there was little they could do,to look sexy they could do,0.504,50.0,2.77,3,P,struct,key,P:struct/-key,judged
U1RD9xbin8s_0__f8d3bd3b_00_000000_000072,hyp_vote_score,there was little they could do,to look sexy they could do,0.532,50.0,2.77,3,N,,,N,judged
U1RD9xbin8s_0__f8d3bd3b_00_000000_000072,hyp_vote_conf,there was little they could do,to look sexy they could do,0.537,50.0,2.77,3,N,,,N,judged
U4WdGcVtQck_0__0085f962_00_000000_000319,baseline,if you don't build your business correctly some of the cons can be you'll get burned out you get stressed out and you'll work 24 seven and have no boundaries in life and feel like you always have to be on and you're,build your business correctly some things can't be you don't get burned out you get stressed out and you work 24 7 and have your own boundaries in life and feel like you always have to be on and you're carrying,0.8478061197007575,32.6,3.87,4,P,struct+sem,key,P:struct+sem/-key,judged
U4WdGcVtQck_0__0085f962_00_000000_000319,hyp_mbr,if you don't build your business correctly some of the cons can be you'll get burned out you get stressed out and you'll work 24 seven and have no boundaries in life and feel like you always have to be on and you're,build your business correctly some things can't be you don't get burned out you get stressed out and you work 24 7 and have your own boundaries in life and feel like you always have to be on and you're carrying,0.748,32.6,3.87,4,P,key+sem,detail,P:key+sem/-detail,judged
U4WdGcVtQck_0__0085f962_00_000000_000319,hyp_vote_score,if you don't build your business correctly some of the cons can be you'll get burned out you get stressed out and you'll work 24 seven and have no boundaries in life and feel like you always have to be on and you're,build your business correctly some things can't be you don't get burned out you get stressed out and you work 24 7 and have your own boundaries in life and feel like you always have to be on and you're carrying,0.719,32.6,3.87,4,P,key+sem,detail,P:key+sem/-detail,judged
U4WdGcVtQck_0__0085f962_00_000000_000319,hyp_vote_conf,if you don't build your business correctly some of the cons can be you'll get burned out you get stressed out and you'll work 24 seven and have no boundaries in life and feel like you always have to be on and you're,build your business correctly some things can't be you don't get burned out you get stressed out and you work 24 7 and have your own boundaries in life and feel like you always have to be on and you're carrying,0.722,32.6,3.87,4,P,key+struct,detail,P:key+struct/-detail,judged
UBRAErksCl4_10__bb5b9ee8_00_000000_000109,baseline,it has great grip rings it's really soft so i probably should have got that one,my school is a religious institution,0.31131494728227455,100.0,0.41,1,N,,,N,judged
UBRAErksCl4_10__bb5b9ee8_00_000000_000109,hyp_mbr,it has great grip rings it's really soft so i probably should have got that one,my school is a religious institution,0.398,100.0,0.41,1,N,,,N,judged
UBRAErksCl4_10__bb5b9ee8_00_000000_000109,hyp_vote_score,it has great grip rings it's really soft so i probably should have got that one,my school is a religious institution,0.519,100.0,0.41,1,N,,,N,judged
UBRAErksCl4_10__bb5b9ee8_00_000000_000109,hyp_vote_conf,it has great grip rings it's really soft so i probably should have got that one,is is a religious institution,0.528,100.0,0.41,1,N,,,N,judged
UC-B0dJrCb0_0__6901b0f5_00_000000_000090,baseline,right or,2000 miles across the united states,0.3855066034011543,300.0,0.0,1,N,,,N,judged
UC-B0dJrCb0_0__6901b0f5_00_000000_000090,hyp_mbr,right or,2000 miles across the united states,0.427,300.0,0.0,1,N,,,N,judged
UC-B0dJrCb0_0__6901b0f5_00_000000_000090,hyp_vote_score,right or,2000 miles across the united states,0.525,300.0,0.0,1,N,,,N,judged
UC-B0dJrCb0_0__6901b0f5_00_000000_000090,hyp_vote_conf,right or,important miles across the united states,0.518,300.0,0.0,1,N,,,N,judged
UDUzjcEB9UE_3__6084731d_00_000000_000131,baseline,hey it's cheyenne and today i am playing yo world and i don't usually do this,1980s and i went to one of those all girl private schools and,0.4379099410457107,87.5,1.09,2,N,,,N,judged
UDUzjcEB9UE_3__6084731d_00_000000_000131,hyp_mbr,hey it's cheyenne and today i am playing yo world and i don't usually do this,1980s and i went to one of those all girl's private schools and,0.455,87.5,1.09,2,N,,,N,judged
UDUzjcEB9UE_3__6084731d_00_000000_000131,hyp_vote_score,hey it's cheyenne and today i am playing yo world and i don't usually do this,1980s and i went to one of those all girls' private schools and,0.525,87.5,1.09,2,N,,,N,judged
UDUzjcEB9UE_3__6084731d_00_000000_000131,hyp_vote_conf,hey it's cheyenne and today i am playing yo world and i don't usually do this,18 and i went to one of those all degree private schools and,0.516,87.5,1.09,2,N,,,N,judged
UISaPg2kk7s_6__14b8a617_00_000000_000250,baseline,of purposes if a strangle was using 1 500 and you roll up the put side you're not going to be using another 1 500 no but like,,,100.0,0.0,1,N,,,auto-N,auto
UISaPg2kk7s_6__14b8a617_00_000000_000250,hyp_mbr,of purposes if a strangle was using 1 500 and you roll up the put side you're not going to be using another 1 500 no but like,,,100.0,0.0,1,N,,,auto-N,auto
UISaPg2kk7s_6__14b8a617_00_000000_000250,hyp_vote_score,of purposes if a strangle was using 1 500 and you roll up the put side you're not going to be using another 1 500 no but like,,,100.0,0.0,1,N,,,auto-N,auto
UISaPg2kk7s_6__14b8a617_00_000000_000250,hyp_vote_conf,of purposes if a strangle was using 1 500 and you roll up the put side you're not going to be using another 1 500 no but like,,,100.0,0.0,1,N,,,auto-N,auto
UNxcFt9zxU4_21__1be4a893_00_000000_000094,baseline,contracting and getting smaller on the exhale,this traditional indigenous clothing that day,0.16979804759224257,100.0,0.81,1,N,,,N,judged
UNxcFt9zxU4_21__1be4a893_00_000000_000094,hyp_mbr,contracting and getting smaller on the exhale,this traditional indigenous clothing as a kid,0.367,100.0,0.81,1,N,,,N,judged
UNxcFt9zxU4_21__1be4a893_00_000000_000094,hyp_vote_score,contracting and getting smaller on the exhale,this traditional indigenous clothing that day,0.501,100.0,0.81,1,N,,,N,judged
UNxcFt9zxU4_21__1be4a893_00_000000_000094,hyp_vote_conf,contracting and getting smaller on the exhale,this watch watch of kid day,0.49,100.0,0.81,1,N,,,N,judged
UR7QhhfMQbY_0__49af93ae_00_000000_000232,baseline,that you have a of course i mean to an audience like the one here i can't even begin to get into the fact that the,to have of course i'm an indian so it's like the weather i kind of blend into the background that,0.6801816672086716,65.4,1.94,2,N,,,N,judged
UR7QhhfMQbY_0__49af93ae_00_000000_000232,hyp_mbr,that you have a of course i mean to an audience like the one here i can't even begin to get into the fact that the,to have of course i'm an indian so it's like the weather i kind of blend into the fact that,0.622,61.5,1.94,2,P,struct,key,P:struct/-key,judged
UR7QhhfMQbY_0__49af93ae_00_000000_000232,hyp_vote_score,that you have a of course i mean to an audience like the one here i can't even begin to get into the fact that the,to have of course i'm an indian so it's like the weather i kind of blend into the fact that,0.664,61.5,1.94,2,P,struct,key,P:struct/-key,judged
UR7QhhfMQbY_0__49af93ae_00_000000_000232,hyp_vote_conf,that you have a of course i mean to an audience like the one here i can't even begin to get into the fact that the,to have of course i'm an indian so like the weather i kind of blend into the fact that,0.671,61.5,1.94,2,N,,,N,judged
UXJ7Sdouf2A_4__59e92835_00_000000_000333,baseline,end up feeling the same fear the same horror and you know they talk about it with soldiers who have been in war and military people who have been in war and they've gone through the ptsd stuff,,,100.0,0.0,1,N,,,auto-N,auto
UXJ7Sdouf2A_4__59e92835_00_000000_000333,hyp_mbr,end up feeling the same fear the same horror and you know they talk about it with soldiers who have been in war and military people who have been in war and they've gone through the ptsd stuff,,,100.0,0.0,1,N,,,auto-N,auto
UXJ7Sdouf2A_4__59e92835_00_000000_000333,hyp_vote_score,end up feeling the same fear the same horror and you know they talk about it with soldiers who have been in war and military people who have been in war and they've gone through the ptsd stuff,,,100.0,0.0,1,N,,,auto-N,auto
UXJ7Sdouf2A_4__59e92835_00_000000_000333,hyp_vote_conf,end up feeling the same fear the same horror and you know they talk about it with soldiers who have been in war and military people who have been in war and they've gone through the ptsd stuff,,,100.0,0.0,1,N,,,auto-N,auto
UXUbbpJYhhE_5__3d1fb805_00_000000_000174,baseline,try to rein you back in pull push you pull you back in back in the old way back in this coach's way,to knee to back put your push put your back all the way back into the hips,0.6272190638324794,69.6,2.42,3,P,key+struct,detail,P:key+struct/-detail,judged
UXUbbpJYhhE_5__3d1fb805_00_000000_000174,hyp_mbr,try to rein you back in pull push you pull you back in back in the old way back in this coach's way,to knee to back put your push put your back all the way back into the hips and,0.565,69.6,2.42,3,P,struct,key,P:struct/-key,judged
UXUbbpJYhhE_5__3d1fb805_00_000000_000174,hyp_vote_score,try to rein you back in pull push you pull you back in back in the old way back in this coach's way,to knee to back put your push put your back all the way back into the hips,0.707,69.6,2.42,3,N,,,N,judged
UXUbbpJYhhE_5__3d1fb805_00_000000_000174,hyp_vote_conf,try to rein you back in pull push you pull you back in back in the old way back in this coach's way,to knee to back put your push put your back all the way back into the hips,0.708,69.6,2.42,3,P,key+struct,detail,P:key+struct/-detail,judged
UbdUhF9PAP8_0__7e58e5bd_00_000000_000090,baseline,a group channel track was a bit different than,chernobyl once the biggest disaster in history,0.4641498641244003,100.0,0.73,1,N,,,N,judged
UbdUhF9PAP8_0__7e58e5bd_00_000000_000090,hyp_mbr,a group channel track was a bit different than,chernobyl once the biggest disaster in their,0.463,100.0,0.73,1,N,,,N,judged
UbdUhF9PAP8_0__7e58e5bd_00_000000_000090,hyp_vote_score,a group channel track was a bit different than,chernobyl was a biggest disaster in their,0.489,88.9,0.73,1,N,,,N,judged
UbdUhF9PAP8_0__7e58e5bd_00_000000_000090,hyp_vote_conf,a group channel track was a bit different than,texas a a biggest disaster in their,0.494,100.0,0.73,1,N,,,N,judged
UfmR0LPfBX8_8__6139534f_00_000000_000181,baseline,to engineer out of our habitat one of our basic human needs routine physical activity,the salary in the outskirts of rio de janeiro is around 30 reais a month which is equivalent to,0.4729015333087821,120.0,0.65,1,N,,,N,judged
UfmR0LPfBX8_8__6139534f_00_000000_000181,hyp_mbr,to engineer out of our habitat one of our basic human needs routine physical activity,the salary in the outskirts of rio de janeiro is around 200 reais a month which is equivalent to,0.51,120.0,0.65,1,N,,,N,judged
UfmR0LPfBX8_8__6139534f_00_000000_000181,hyp_vote_score,to engineer out of our habitat one of our basic human needs routine physical activity,the salary in the outskirts of rio de janeiro is around 200 reais a month which is equivalent to,0.578,120.0,0.65,1,N,,,N,judged
UfmR0LPfBX8_8__6139534f_00_000000_000181,hyp_vote_conf,to engineer out of our habitat one of our basic human needs routine physical activity,the salary in the outskirts of rio de janeiro is around 200 reais a month which is equivalent to,0.561,120.0,0.65,1,N,,,N,judged
Ugp8mvR5LNk_0__3849c195_00_000000_000073,baseline,and if it works for you i hope it can be very useful,what to do i hope it will be very soon so let's,0.6176506206393242,76.9,2.22,3,P,key+sem,detail,P:key+sem/-detail,judged
Ugp8mvR5LNk_0__3849c195_00_000000_000073,hyp_mbr,and if it works for you i hope it can be very useful,what to do i hope it will be very soon so let's,0.576,76.9,2.22,3,P,struct,key,P:struct/-key,judged
Ugp8mvR5LNk_0__3849c195_00_000000_000073,hyp_vote_score,and if it works for you i hope it can be very useful,what to do i hope it will be very soon so let's,0.565,76.9,2.22,3,N,,,N,judged
Ugp8mvR5LNk_0__3849c195_00_000000_000073,hyp_vote_conf,and if it works for you i hope it can be very useful,what to do i hope it will be soon so let's,0.574,76.9,2.22,3,P,struct,key,P:struct/-key,judged
UhugUzUuPkE_13__c1a53a8f_00_000000_000226,baseline,out this kind of stuff the three union members then proceeded to knock mr gladney to the ground and repeatedly punch and kick him now let me answer the question that this left wing union member asked,design itself the three us members at brazil's congress are likely to go out and repeal the ipcc now let me ask you the question that this us member has,0.7528863534331321,67.6,2.07,3,P,struct+sem,key,P:struct+sem/-key,judged
UhugUzUuPkE_13__c1a53a8f_00_000000_000226,hyp_mbr,out this kind of stuff the three union members then proceeded to knock mr gladney to the ground and repeatedly punch and kick him now let me answer the question that this left wing union member asked,design itself the three us members at brazil's congress are likely to go out and repeal the ipcc now let me ask you the question that this us member has,0.679,67.6,2.07,3,N,,,N,judged
UhugUzUuPkE_13__c1a53a8f_00_000000_000226,hyp_vote_score,out this kind of stuff the three union members then proceeded to knock mr gladney to the ground and repeatedly punch and kick him now let me answer the question that this left wing union member asked,design itself the three us members at brazil's congress are likely to go out and repeal the ipcc now let me ask you the question that this us member has,0.698,67.6,2.07,3,P,sem,key,P:sem/-key,judged
UhugUzUuPkE_13__c1a53a8f_00_000000_000226,hyp_vote_conf,out this kind of stuff the three union members then proceeded to knock mr gladney to the ground and repeatedly punch and kick him now let me answer the question that this left wing union member asked,design itself the three us members the brazil's congress are likely to go out and repeal the ipcc now let me ask you the question that the us member has,0.7,70.3,2.07,3,P,struct,key,P:struct/-key,judged
Uk3ySJ62mO0_6__231296c9_00_000000_000122,baseline,countries as india russia vietnam,illness and then i reached victory and,0.4668963113799691,140.0,0.87,1,N,,,N,judged
Uk3ySJ62mO0_6__231296c9_00_000000_000122,hyp_mbr,countries as india russia vietnam,illness and then i reached victory and,0.466,140.0,0.87,1,N,,,N,judged
Uk3ySJ62mO0_6__231296c9_00_000000_000122,hyp_vote_score,countries as india russia vietnam,illness and then i reached victory and,0.504,140.0,0.87,1,N,,,N,judged
Uk3ySJ62mO0_6__231296c9_00_000000_000122,hyp_vote_conf,countries as india russia vietnam,and then i reach victory and,0.508,120.0,0.87,1,N,,,N,judged
UnVR6cHi8EY_0__7d38b03c_00_000000_000173,baseline,you that's the first one that i'm going to show you this is the the gothic vaping cardo tank,you that's the first one and i'm going to show you lcd and the cathode ray tube and,0.8132737643188901,42.1,2.7,3,P,struct,key,P:struct/-key,judged
UnVR6cHi8EY_0__7d38b03c_00_000000_000173,hyp_mbr,you that's the first one that i'm going to show you this is the the gothic vaping cardo tank,you that's the first one i'm going to show you lcd and the cathode ray tube and,0.72,42.1,2.7,3,P,struct+sem,detail,P:struct+sem/-detail,judged
UnVR6cHi8EY_0__7d38b03c_00_000000_000173,hyp_vote_score,you that's the first one that i'm going to show you this is the the gothic vaping cardo tank,you that's the first one i'm going to show you lcd and the cathode ray tube and,0.728,42.1,2.7,3,P,struct+key,detail,P:struct+key/-detail,judged
UnVR6cHi8EY_0__7d38b03c_00_000000_000173,hyp_vote_conf,you that's the first one that i'm going to show you this is the the gothic vaping cardo tank,you that's the first one i'm going to show you lcd and the cathode ray tube and,0.729,42.1,2.7,3,N,,,N,judged
Utaeaz-tD5s_4__d21576c7_00_000000_000193,baseline,this lets the astrocyte monitor the neuron's signaling and help keep things functioning by releasing different proteins that can influence receptors at the synapse,lets the androgen receptor monitor the neuronal signaling and help keep things functioning by releasing different proteins that can influence receptors in the synapses,0.8143954410528144,25.0,4.04,5,P,struct+sem,key,P:struct+sem/-key,judged
Utaeaz-tD5s_4__d21576c7_00_000000_000193,hyp_mbr,this lets the astrocyte monitor the neuron's signaling and help keep things functioning by releasing different proteins that can influence receptors at the synapse,lets the astrocyte monitor the neuron's health and help keep things functioning by releasing different proteins that can influence receptors in the synapses,0.711,16.7,4.04,5,Y,,,Y,judged
Utaeaz-tD5s_4__d21576c7_00_000000_000193,hyp_vote_score,this lets the astrocyte monitor the neuron's signaling and help keep things functioning by releasing different proteins that can influence receptors at the synapse,lets the astrocyte monitor the neuron's health and help keep things functioning by releasing different proteins that can influence receptors in the synapses,0.675,16.7,4.04,5,Y,,,Y,judged
Utaeaz-tD5s_4__d21576c7_00_000000_000193,hyp_vote_conf,this lets the astrocyte monitor the neuron's signaling and help keep things functioning by releasing different proteins that can influence receptors at the synapse,lets the astrocyte monitor the neuron's health and help keep things functioning by releasing different proteins that can influence receptors in the synapses,0.677,16.7,4.04,5,P,key+struct,detail,P:key+struct/-detail,judged
V2z8XZVBjLc_23__497f6dc4_00_000000_000091,baseline,every time you find a new page a new node,time you find a new place and a new,0.9197928044531081,40.0,2.79,3,P,key+struct,detail,P:key+struct/-detail,judged
V2z8XZVBjLc_23__497f6dc4_00_000000_000091,hyp_mbr,every time you find a new page a new node,time you find a new place and a new,0.812,40.0,2.79,3,P,key+sem,detail,P:key+sem/-detail,judged
V2z8XZVBjLc_23__497f6dc4_00_000000_000091,hyp_vote_score,every time you find a new page a new node,time you find a new place and a new,0.685,40.0,2.79,3,P,key,detail,P:key/-detail,judged
V2z8XZVBjLc_23__497f6dc4_00_000000_000091,hyp_vote_conf,every time you find a new page a new node,time you find a new place a new,0.713,30.0,2.79,3,P,key+struct,detail,P:key+struct/-detail,judged
V5APNzLl2zU_0__86fa6628_00_000000_000130,baseline,to the funeral though i would dress in b minor which would be turquoise,fuel even though i was dressed in pink which meant turning right,0.5817313753068447,71.4,1.87,2,P,key+sem,detail,P:key+sem/-detail,judged
V5APNzLl2zU_0__86fa6628_00_000000_000130,hyp_mbr,to the funeral though i would dress in b minor which would be turquoise,fuel even though i was dressed in pink which means turning right,0.573,71.4,1.87,2,N,,,N,judged
V5APNzLl2zU_0__86fa6628_00_000000_000130,hyp_vote_score,to the funeral though i would dress in b minor which would be turquoise,fuel even though i was dressed in pink which means turning right,0.636,71.4,1.87,2,P,struct,key,P:struct/-key,judged
V5APNzLl2zU_0__86fa6628_00_000000_000130,hyp_vote_conf,to the funeral though i would dress in b minor which would be turquoise,few even though i was dressed in pink which means turning right,0.639,71.4,1.87,2,P,struct,key,P:struct/-key,judged
V8JXPqDWFcM_3__7979a491_00_000000_000182,baseline,hi and i'd like to talk to you about,i'd like to talk to you about,0.9122139981814793,22.2,4.38,5,Y,,,Y,judged
V8JXPqDWFcM_3__7979a491_00_000000_000182,hyp_mbr,hi and i'd like to talk to you about,i'd like to talk to you about,0.826,22.2,4.38,5,Y,,,Y,judged
V8JXPqDWFcM_3__7979a491_00_000000_000182,hyp_vote_score,hi and i'd like to talk to you about,i'd like to talk to you about,0.665,22.2,4.38,5,Y,,,Y,judged
V8JXPqDWFcM_3__7979a491_00_000000_000182,hyp_vote_conf,hi and i'd like to talk to you about,i'd like to talk to you about,0.665,22.2,4.38,5,Y,,,Y,judged
V8xMY1yTxSU_0__1343076b_00_000000_000196,baseline,as a spy she's helping the greasers because there's a what right the big rumble is going to come down between the socias and the greasers,in spanish he told me that you need to speak english because this is america and when the big rebels come down between soldiers and,0.5551947882771492,92.3,1.63,2,P,struct,key,P:struct/-key,judged
V8xMY1yTxSU_0__1343076b_00_000000_000196,hyp_mbr,as a spy she's helping the greasers because there's a what right the big rumble is going to come down between the socias and the greasers,in spanish he told me that you need to speak english because this is america and when the big rebels come down between the soldiers and,0.547,88.5,1.63,2,P,struct,key,P:struct/-key,judged
V8xMY1yTxSU_0__1343076b_00_000000_000196,hyp_vote_score,as a spy she's helping the greasers because there's a what right the big rumble is going to come down between the socias and the greasers,in spanish he told me that you need to speak english because this is america and when the big rebels come down between soldiers and,0.602,92.3,1.63,2,P,sem,key,P:sem/-key,judged
V8xMY1yTxSU_0__1343076b_00_000000_000196,hyp_vote_conf,as a spy she's helping the greasers because there's a what right the big rumble is going to come down between the socias and the greasers,in spanish he told me that you need to speak english because this is america and when the big rebels come down between soldiers and,0.6,92.3,1.63,2,P,struct,key,P:struct/-key,judged
VCS5W9lFUvo_0__38a17954_00_000000_000110,baseline,a tremendous opportunity it's just very exciting,tremendous opportunity interesting and very exciting,0.758244534333547,42.9,3.87,4,Y,,,Y,judged
VCS5W9lFUvo_0__38a17954_00_000000_000110,hyp_mbr,a tremendous opportunity it's just very exciting,tremendous opportunity interesting and very exciting,0.684,42.9,3.87,4,Y,,,Y,judged
VCS5W9lFUvo_0__38a17954_00_000000_000110,hyp_vote_score,a tremendous opportunity it's just very exciting,tremendous opportunity interesting and it exciting,0.634,57.1,3.87,4,P,key,detail,P:key/-detail,judged
VCS5W9lFUvo_0__38a17954_00_000000_000110,hyp_vote_conf,a tremendous opportunity it's just very exciting,tremendous opportunity interesting and it exciting,0.632,57.1,3.87,4,P,key+struct,detail,P:key+struct/-detail,judged
