utt_id,ref,hyp_baseline,conf_baseline,wer_baseline,verdict_baseline,hyp_hyp_mbr,conf_hyp_mbr,wer_hyp_mbr,verdict_hyp_mbr,hyp_hyp_vote_score,conf_hyp_vote_score,wer_hyp_vote_score,verdict_hyp_vote_score,hyp_hyp_vote_conf,conf_hyp_vote_conf,wer_hyp_vote_conf,verdict_hyp_vote_conf
Nd-0ZQDNxYM_0__1522258c_00_000000_000136,at that moment the dental surgeon enters the room he seems so serious,at that moment the dancer turns and enters the room she seems to be,0.6992958539298603,46.2,P,at that moment the dancer turns and enters the room she seems to be,0.642,46.2,P,at that moment the dancer turns and enters the room she seems to be,0.627,46.2,P,at that moment the dancer turns and enters the room she seems to,0.639,46.2,P
Ndh4d1RSpvg_0__30be35b9_00_000000_000230,so inflammatory or irritable bowel syndrome those are other candidates what we find a lot is that copper,pharmaceuticals on the organ donor and transplantation system those are other categories where we find content that they operate,0.5755935995594451,83.3,N,vibrations on the organs and the musculoskeletal system those are other categories where we find content that they operate,0.549,83.3,P,vibrations on the organs and and musculoskeletal system those are other categories where we find content that they operate,0.603,83.3,N,vibrations on the and the the system are other categories where we find content that they operate,0.62,77.8,P
NhJUct96BB4_0__f4f79874_00_000000_000359,i also don't want them to confuse their clients i also as it gets passed on i don't want it to get changed too much in a way that's not actually what it's supposed to be you know like that,i also don't want them to confuse their clients i also as it gets passed on i don t want it to change too much in a way that is not actually what it s supposed to be,0.8366754217269389,30.0,Y,i also don't want them to confuse their clients i also as it gets passed on i don t want it to change too much in the way that it's not actually what it s supposed to be you know like that ted,0.726,25.0,Y,i also don't want them to confuse their clients i also as it gets passed on i don t want it to change too much in the way that it's not actually what it s supposed to be,0.709,32.5,Y,i also don't want them to confuse their clients i also as it passed on i don t want it to change too much in the way that it's not actually what it s supposed to be,0.716,35.0,Y
NhJUct96BB4_0__f4f79874_01_000299_000427,supposed to be you know like that telephone game if you whisper something to,supposed to be you know like that ted telephone game if you whisper something,0.724041821701186,14.3,Y,supposed to be like that teenage telephone game if you whisper something,0.661,28.6,Y,supposed to be like that the telephone game if you whisper something,0.676,28.6,Y,supposed to be like that the telephone game if you whisper something,0.682,28.6,Y
Ni-ZW0sTWoQ_8__8698a787_00_000000_000219,smoothies to 435 06 or whatever and that autoresponder message can have anything in it that i like so makes it really easy,movies through four three five zero six or whatever and that auto responder message can have anything in it that i like so it makes it really easy,0.8571937254496983,43.5,P,movies through four three five zero six or whatever and that auto responder message can have anything in it that i like so it makes it really easy,0.736,43.5,P,movies through four three five zero six or whatever and that auto responder message can have anything in it that i like so it makes it really easy,0.684,43.5,P,movies through four three five zero six or whatever and that auto responder message can have anything in it that i like so it makes it really easy,0.686,43.5,P
NidN3rUwkgw_3__58cd61da_00_000000_000091,but we're talking about things that will really,because what we're talking about that life was really fun,0.6145018696784973,75.0,P,because what we're talking about that life was really fun,0.608,75.0,P,because what we're talking about that life was really fun,0.64,75.0,P,because what we're talking about that life was really fun,0.643,75.0,P
NjkUD3cQcUo_13__19a96c46_00_000000_000212,which brings me to my next point this will not only be extended for iphone users but also for android users,spread to my next point this will not only be seen for iphone users but also for android users,0.8619564238347506,19.0,P,praise me to my next point this will not only be seen for iphone users but also for android users,0.777,14.3,Y,me to my next point this will not only be seen for iphone users but also for android users,0.701,14.3,Y,me to my next point this will not only be seen for iphone users but also for android users,0.706,14.3,P
NnXyF7k21yk_0__d85a4c9f_00_000000_000113,here is a random video for your viewing enjoyment,in a random video of your viewing history,0.8021181300282478,44.4,P,a random video of your viewing history,0.728,44.4,P,in a random video of your viewing history,0.693,44.4,P,a random video of your viewing history,0.722,44.4,Y
NnXyF7k21yk_9__5fbfe36e_00_000000_000196,if that sounds like you don't worry you're in the right place that is exactly what doing english exists for,that sounds like you don't worry you're in the right place that is exactly what doing english exists for,0.9417212840757871,5.0,Y,that sounds like you don't worry you're in the right place that is exactly what doing english exists for,0.841,5.0,Y,that sounds like you don't worry you're in the right place that is exactly what doing english exists for,0.676,5.0,Y,that sounds like you don't worry you're in the right place that is exactly what doing english exists for,0.687,5.0,Y
NtYXnNyYCVE_0__0e8662a1_00_000000_000360,hello friend how are you doing this is anna sabramowicz and i'm gonna do another episode of these awesome instructional design models as i do that you can then pull out of your toolbox and bring out whenever you need to achieve a s,,,100.0,N,,,100.0,N,,,100.0,N,,,100.0,N
NtYXnNyYCVE_0__0e8662a1_01_000300_000413,and bring out whenever you need to achieve a specific goal let's get right into it,and bring out whatever you need to achieve a specific goal does it get right into it,0.8198021098094828,18.8,Y,and bring out whatever you need to achieve a specific goal does it get right into it,0.728,18.8,Y,and bring out whatever you need to achieve a specific goal does it get right into it,0.651,18.8,Y,and bring out whatever you need to achieve a specific goal it get right into it,0.662,12.5,Y
NvbNDJ4qDCQ_0__ec53dbfc_00_000000_000179,so let's go and let's reduce that action by multiplying top and bottom by a common factor,so let's go with this reduction that actually my most blind spot bought by calm and fat,0.5653082982582205,70.6,N,so let's go with this we'll do that actually my most played song mode by calm and fat,0.533,76.5,N,so let's go with this do that actually my most song right now by calm and fat,0.614,70.6,P,so let's go with this do that actually my most song spot now by calm and fat,0.618,70.6,P
Nvqo0SGFE64_4__bf6d64c8_00_000000_000268,well no right that's a big problem and it's something our society has not addressed at all,yeah no right that's a big problem it's not because society is not addressing it at all,0.8249419033527374,41.2,P,yeah no right that's a big problem it's not because society is not addressing it at all,0.721,41.2,Y,yeah no right that's a big problem it's not because society is not addressing it at all,0.635,41.2,P,no right that's a big problem it's not because society is not address it at all,0.644,41.2,P
NzP4ZzCCTXU_0__725fc750_00_000000_000239,but before we tell you more about the redmi 5 if you do love the fact that we bring to you guys the hottest leaks out there as soon as we can then toss a like and subscribe to our channel we will see you in the next video,if we can tell you more about dorothy mfi if you don't love the fact that we bring to you guys the honest needs out there as soon as we can then it costs,0.8088439847616589,51.0,P,if we can tell you more about dorothy mfi if you don't love the fact that we bring to you guys the honest needs out there as soon as we can then it costs,0.728,51.0,P,if we can tell you more about dorothy mfi if you don't love the fact that we bring to you guys the honest needs out there as soon as we can then it costs,0.696,51.0,P,if we can tell you more about mfi if you don't love the fact that we bring to you guys the honest leaks out there as soon as we can then it costs,0.704,49.0,P
O-OrYKP7dtI_1__01bb4018_00_000000_000076,or in measurements across parts per the same drawing,michelangelo's mark by the same story,0.6364288789530596,77.8,N,michelangelo's paintings by the same story,0.577,77.8,P,michelangelo's mark by the same story,0.572,77.8,N,michelangelo's sparked by the same story,0.581,77.8,N
O3ZAZRqY7bk_0__5798a337_00_000000_000110,with your partner,yeah i'm with the opera and,0.3152321105202039,166.7,N,yeah i'm with the opera and,0.417,166.7,P,yeah i'm with the opera and,0.515,166.7,N,yeah i'm with the opera and,0.51,166.7,N
OAIweeRkLT0_1__fd6c1a98_00_000000_000191,i had my trainer was filipino my follow up trainer was filipino i didn't have an american as a companion until,i had my trainer was philippe petit my floor trader was phillippe pettit i didn't have an american as a competitor until,0.7746509963815863,38.1,P,i had my trainer was philippe petit my floor trader was phillippe pettit i didn't have an american as a competitor until,0.695,38.1,P,i had my trainer was philippe petit my floor trader was phillippe pettit i didn't have an american as a competitor until,0.641,38.1,P,i had my trainer was philippe petit my floor trader was phillippe pettit i didn't have an american as a competitor until,0.647,38.1,P
OErQa5yIiUk_4__07295e2c_00_000000_000219,grammar and syntax math rules and procedures social and behavioral rules and facts that are learned by rote,cooperatively to make the rules and procedures and social norms and enforce them through peer pressure,0.6167592275887728,72.2,P,cooperative systems that make the rules and procedures and social norms and enforce them through peer pressure,0.573,77.8,P,systems that make the rules and procedures and social norms and enforce them through peer pressure,0.659,72.2,P,cooperatively to make the rules and procedures and social norms and enforce them own and pressure,0.66,72.2,P
OFhSh9XH2BE_5__b602cc92_00_000000_000350,have it in view right when it's in view you might do so i have this hanging in my bathroom right where christopher i have like our little our little hand towels where we brush our teeth and such and this hangs right there,,,100.0,N,,,100.0,N,,,100.0,N,,,100.0,N
OGA1hHBV-n0_3__a2ea10f1_00_000000_000075,on the front of the torso i mounted on so the whole thing just lifts off,first of the stories came out and so the whole thing just lifted off,0.7708280256816319,50.0,P,first of the stories came out so the whole thing just lifted off,0.677,50.0,P,first of the stories came out and so the whole thing just lifted off,0.659,50.0,P,first of the stories i out so the whole thing just lifted off,0.676,43.8,P
OPSPTisCEu0_8__dbc4c5d4_00_000000_000091,i normally do keep this thing in my pocket just for such a situation,me to keep it in my mind just for such a situation,0.8807911848028501,42.9,P,me to keep it in my mind just for such a situation,0.778,42.9,P,me to keep it in my mind just for such a situation,0.666,42.9,P,me to keep it in my mind just for such a situation,0.672,42.9,P
OUkQGGqI11k_9__4c6d3313_00_000000_000133,i have done like all the combo cards like 800 1240 1480,it like on your mobile phone like 123456,0.3765425905585289,83.3,N,it like on your mobile phone like 123456,0.442,83.3,N,it like on your mobile phone like 123456,0.612,83.3,N,it like on your mobile phone like 123456,0.61,83.3,N
OY5GlQZVZjY_17__f7fa5951_00_000000_000111,may not be very good and the video actually may turn out to be totally,going to be very gradual about starting out to being totally,0.7083373936739835,66.7,N,going to be very gradual about starting out to being totally,0.619,66.7,P,going to be very gradual about starting out to being totally,0.614,66.7,P,to be very gradual about starting out to being totally,0.632,66.7,P
OcPI3wgZZFY_1__c2ab2320_00_000000_000243,and that's okay but it can also still lead to problems having uniforms will not erase those problems is what i'm trying to say the next comment's coming in from deborah paul and she,ok but it can also still see the problems and we have uniformity we can erase those problems so what i'm trying to say the next topic is coming in from nepal nepal,0.7101505592916951,52.9,P,ok but it can also still see the problems and we have uniformity we can erase those problems so what i'm trying to say the next topic is coming in from nepal nepal,0.635,52.9,P,ok but it can also still see the problems and we have uniformity we can erase those problems so what i'm trying to say the next topic is coming in from nepal nepal,0.701,52.9,P,ok but it can also still see the problems and we have uniformity we can erase those problems so what i'm trying to say the next time is coming in from you nepal,0.702,52.9,P
OfVuYsKe01I_0__1f2be591_00_000000_000352,you know i'm in yellowstone i'm in a bigfoot hotspot according to this guy i mean he's been all over the park and his only bigfoot experience is where where we are at now,,,100.0,N,,,100.0,N,,,100.0,N,,,100.0,N
Og2Y0mjCzOI_0__b8ec3d0f_00_000000_000214,of calls on when are you going to notify my creditors that i filed that's not really the function of the role,focus on where you going to go and fight by the way you're going to fight that's not really the function of the role,0.7447528354823589,63.6,P,focus on where you going to go and fight by the way you're going to fight that's not really the function of the role,0.645,63.6,P,focus on where you going to go and fight by the way you're going to fight that's not really the function of the role,0.671,63.6,P,focus on where you going to go and fight by the way you're going to fight that's not really the function of the role,0.674,63.6,P
OiQXPYvTZps_5__28aa4059_00_000000_000144,because i love the sweeps i don't know why i enjoy them so much and i think that one of the main reasons why i like the sweeps is because it's,i have these sweeps i don't know why i enjoy them so much and i think one of the main reasons why i get the sweeps is because,0.7663264317171914,19.4,P,i have these sweeps i don't know why i enjoy them so much and i think one of the main reasons why i get the sweeps is because,0.695,19.4,P,i have these sweeps i don't know why i enjoy them so much and i think one of the main reasons why i get the sweeps is because,0.714,19.4,Y,i have these sweeps i don't know why i enjoy them so much and i think one of the main reasons why i get the sweeps is because,0.713,19.4,P
Ok8fqessJFo_0__558b5208_00_000000_000316,the ultimate owners so let's say for example you have someone coming over to your house to visit your family so it could be a grandparent it could be an aunt it could be a good family friend and they say to your child,there to be owners so let's say for example that you have someone coming over to your house to visit your family to read who could be a great grandparent could be an aunt could be your family friend and they send your daughter,0.8425517925484614,34.1,P,there to be owners so let's say for example that you have someone coming over to your house to visit your family to read who could be a great grandparent could be an aunt could be your family friend and they send your daughter,0.749,34.1,P,there to be owners so let's say for example that you have someone coming over to your house to visit your family to read who could be a great grandparent could be an aunt could be your family friend and they send your daughter,0.693,34.1,P,there to be owners so let's say for example that you have someone coming over to your house to visit your family to read who could be a grandparent could be an aunt could be your family friend and they send your daughter,0.7,31.8,P
OmxZJHgWx1w_3__dc8ce585_00_000000_000231,because the range of global unicast which are the equivalent to publicly rottable addresses,there's a range of global screencasts which are the equivalent to publicly readable addresses,0.8103508204221725,28.6,Y,there's a range of global screencasts which are the equivalent to publicly readable addresses,0.707,28.6,P,there's a range of global screencasts which are the equivalent to publicly readable addresses,0.689,28.6,P,there's a range of global screencasts which are the equivalent to publicly readable addresses,0.69,28.6,P
OoyfhEAAjzs_16__db7118ee_00_000000_000236,it's a good point and most of my rhythmic growth is evolutionary he's a canadian american musician and author,it's a good point and most of my retirement growth is invested in canadian american mutual funds and author,0.6726209421299005,31.6,P,it's a good point and most of my retirement growth is invested in canadian american mutual funds and authors,0.623,36.8,P,it's a good point and most of my retirement growth is invested in canadian american mutual funds and author,0.611,31.6,P,it's a good point and most of my gonzalez's growth is invested in canadian american mutual funds and author,0.614,31.6,P
OsEj5BctUCE_0__30d2db3c_00_000000_000268,frequency they vary in intensity sometimes it's 30 seconds sometimes it's seven minutes we brought him in the bed with us because we could call him,of run frequency they're very intense and sometimes that's 30 seconds sometimes it's seven minutes we call them in the bed with us because we can call them,0.8179440908133984,42.3,P,of run frequency they're very intense and sometimes that's 30 seconds sometimes it's seven minutes we call them in the bed with us because we can call them,0.722,42.3,P,of run frequency they're very intense and sometimes that's 30 seconds sometimes it's seven minutes we call them in the bed with us because we can call them,0.703,42.3,P,of run frequency they're very intense and sometimes that's 30 seconds sometimes it's seven minutes we call them in the bed with us because we can call them,0.706,42.3,P
OxankFhtvJA_0__fd058eab_00_000000_000252,issue of inference it's never clear cut and they're always room for alternative arguments which is actually one of the best things about the field,is true of the internet it's never going to die there are always new forums and alternative arguments which is actually one of the best things about the internet,0.7510193005718034,52.0,P,is true of their fists they are never going to die and they are always true for the ultimate arguments which is actually one of the best things about sf,0.658,64.0,P,is true of fists they are never going to die they are always true for the ultimate arguments which is actually one of the best things about sf,0.659,60.0,P,is true of their they it's never going to die they are always true for their ultimate arguments which is actually one of the best things about internet,0.661,56.0,P
OxenfkPpJPY_0__0f9d64b8_00_000000_000221,if police reasonably believe that you have information that could assist them with the investigation of a serious offence then you have to give them your name and address,police reasonably believe that you have information that could assist them with the investigation of a serious offence then you have to give them your name and address,0.9493202822549003,3.4,Y,police reasonably believe that you have information that could assist them with the investigation of a serious offence then you have to give them your name and address,0.847,3.4,Y,police reasonably believe that you have information that could assist them with the investigation of a serious offence then you have to give them your name and address,0.703,3.4,Y,police reasonably believe that you have information that could assist them with the investigation of a serious offence then you have to give them your name and address,0.707,3.4,Y
P-0QNLl5fIY_0__87fc046f_00_000000_000151,or more of their diet is that they've gotten this really good control over what they eat every day and they've managed to keep weight off for years,more their diet is that they've gotten this really good control over what they eat every day and yet they have managed to keep weight off for decades,0.8707841741187232,21.4,P,more their diet is that they've gotten this really good control over what they eat every day and yet they have managed to keep weight off for decades,0.777,21.4,P,more their diet is that they've gotten this really good control over what they eat every day and yet they have managed to keep weight off for decades,0.723,21.4,P,more their diet is that they've gotten this really good control over what they eat every day and yet they managed to keep weight off for decades,0.732,17.9,Y
P1RQi6YG1Xg_0__2ff3529d_00_000000_000300,okay let's start out by playing a long tone on middle c and then we're going to go down chromatically from there if you haven't done so already i highly recommend you watch my saxophone,can start out by playing a long note on middle c and then we're going to go down dramatically from there if you haven't done so already i highly recommend to watch my sex phone opera,0.8533214452779956,22.9,P,can start out by playing a long note on middle c and then we're going to go down dramatically from there if you haven't done so already i highly recommend to watch my tedxphoenix talk,0.776,20.0,P,can start out by playing a long note on middle c and then we're going to go down dramatically from there if you haven't done so already i highly recommend to watch my talk on,0.729,20.0,P,can start out by playing a long note on middle c and then we're going to go down dramatically from there if you haven't done so already i highly recommend to watch my on,0.737,17.1,P
P1RQi6YG1Xg_0__2ff3529d_01_000250_000323,watch my saxophone embouchure tutorial,watch my text messages so,0.5404372870922088,60.0,N,watch my text messages so,0.542,60.0,N,watch my text messages so,0.61,60.0,N,watch my text messages so,0.61,60.0,N
P2TuSKwbT-A_4__a5c36720_00_000000_000149,thank you for coming by torimagu44 today is the 18th of november 2011,year by the norman armstrong 4 4 today is the 18th of november 2000,0.6555137357541493,61.5,P,year by the norman armstrong 4 4 today is the 18th of november 2000,0.604,61.5,P,year by the norman armstrong 4 4 today is the 18th of november 2000,0.558,61.5,P,year by the norman 4 4 today is the 18th of november 2000,0.566,53.8,P
P4FUqwJsG00_1__a9c5fdba_00_000000_000353,that song for you saying that you own that song if it is not in the itunes database then it will take your song the version you have on your computer and upload it to an itunes matched server,song for you is that let you own that song if it's not in the isrc database then it will take your song the version you have on your computer and upload it to an isrc master server,0.8746565047063326,20.5,P,song for you is that let you own that song if it's not in the isrc database then it will take your song the version you have on your computer and upload it to an isrc master server,0.769,20.5,P,song for you is that let you own that song if it's not in the isrc database then it will take your song the version you have on your computer and upload it to an isrc master server,0.727,20.5,P,song for you is that let you own that song if it's not in the isrc database then it will take your song the version you have on your computer and upload it to an isrc master server,0.729,20.5,P
P5ivJ097eVM_9__ba91a7d3_00_000000_000359,of fat source when eating turmeric the beneficial compounds in turmeric like curcumin are more fat soluble than water soluble so to aid absorption include a source of,fact source we need to absorb the beneficial compounds in turmeric like curcumin are more absorbable in water soluble so dandelion absorption includes a source of,0.7120589098105063,42.9,P,fact source we need to absorb the beneficial compounds in turmeric like curcumin are more absorbable in water soluble so dandelion absorption includes a source of,0.642,42.9,P,fact source we need to absorb the beneficial compounds in turmeric like curcumin are more absorbable in water soluble so dandelion absorption includes a source of,0.715,42.9,P,fact source we need to absorb the beneficial compounds in turmeric like curcumin are more absorbable in water soluble so dandelion absorption includes a source of,0.718,42.9,P
P5ivJ097eVM_9__ba91a7d3_01_000299_000377,absorption include a source of fat,scripture includes a source of fat,0.851169615983963,33.3,P,scripture includes a source of fat,0.709,33.3,P,scripture includes a source of fat,0.576,33.3,P,scripture includes a source of fat,0.603,33.3,P
PAAkCSZUG1c_8__b6da0490_00_000000_000122,routines and channels give you a way to sort of structure the program and,kids a chance to decide if they want to go into structuring programming and,0.5616555107491357,92.9,P,kids a chance to decide if they want to go into structuring programming that,0.545,100.0,P,kids a chance to decide if they want to go into structuring programming and,0.586,92.9,P,kids a chance to decide if they want to into structuring programming and,0.593,92.9,P
PCgp0UvXdeY_10__cac8c71a_00_000000_000090,i understand why you would go down south,i don't know why we go down the stairs,0.5219006397657924,75.0,P,i don't know why we go down the stairs,0.516,75.0,P,i don't know why we go down the stairs,0.618,75.0,P,i don't know why we go down the stairs,0.619,75.0,P
PF2hC2DYHY8_0__1568053b_00_000000_000359,how would you unite your empire well i can tell you what constantine wanted he wanted to unite the roman empire,how would you unite your empire well i can tell you we lost he wanted he wanted to unite the roman empire,0.8301824080673131,14.3,P,how did you unite your empire well i can tell you we lost and wanted he wanted to unite the roman empire,0.736,19.0,Y,how did you unite your empire well i can tell you we lost he wanted he wanted to unite the roman empire,0.693,19.0,Y,how did you unite your empire well i can tell you we lost won wanted he wanted to unite the roman empire,0.693,19.0,P
PF2hC2DYHY8_0__1568053b_01_000299_000436,he wanted to unite the roman empire in the early 300s ad,wanted to conquer the roman empire in the year 388 a,0.72102952003479,41.7,P,wanted to conquer the roman empire in the year 388 a,0.637,41.7,P,wanted to conquer the roman empire in the year 388 a,0.613,41.7,P,wanted to conquer the roman empire in the year 388 a,0.622,41.7,P
PJFcxhO1Rz4_14__a888c5e7_00_000000_000300,and whatnot but first let's talk about the practical difference what i felt while using these phones and in a nutshell in terms of speed difference if you are expecting that moving from,and what not but first let's talk about the practical difference what i felt while using these phones and in a nutshell in terms of speed difference if you were expecting that movie from,0.8777374371009714,12.1,Y,and what not but first let's talk about the practical difference what i felt while using these phones and in a nutshell in terms of speed difference if you were expecting that movie from,0.755,12.1,Y,and what not but first let's talk about the practical difference what i felt while using these phones and in a nutshell in terms of speed difference if you were expecting that movie from,0.698,12.1,P,and what not but first let's talk about the practical difference what i felt while using these phones and in a nutshell in terms of speed difference if you were expecting that movie from,0.7,12.1,Y
PJFcxhO1Rz4_14__a888c5e7_01_000250_000375,if you're expecting that moving from snapdragon 821 to the exynos 8890,if you were expecting that moving from snapchat 2016 to tiktok,0.8155830990184437,58.3,P,if you were expecting that moving from snapchat 2016 to tiktok,0.736,58.3,P,if you were expecting that moving from snapchat 2016 to tiktok,0.714,58.3,P,if you were expecting that moving from snapchat 2016 to tiktok,0.714,58.3,P
PKYG1eJV2fU_0__42e9a32a_00_000000_000103,normally paid when it comes to wordpress themes and plugins,be paid when it comes to the one plus ones place,0.7099901275201277,60.0,P,be paid when it comes to the 1 1 steps in place,0.641,70.0,P,be paid when it comes to the one steps in place,0.666,60.0,P,be paid when it comes to the 1 plus in place,0.669,60.0,P
PNBJCfcVJ9c_7__312f66aa_00_000000_000143,me and he does that in whatever way and whatever realm,that didn't exactly in one effortless way and wouldn't ever wear my,0.6190376083056132,100.0,N,that didn't exactly in one effortless way and wouldn't ever wear my,0.572,100.0,P,that didn't exactly in one effortless way and wouldn't ever wear my,0.537,100.0,N,that didn't exactly in one effortless way and wouldn't ever wear my,0.537,100.0,N
PNUbsGx13NI_12__86d7b242_00_000000_000114,service is only distributed for mobile,1 2 3 4 5 6 7 8 9 10 11 12,0.8168908469378948,200.0,N,1 2 3 4 5 6 7 8 9 10 11 12,0.72,200.0,N,1 2 3 4 5 6 7 8 9 10 11 12,0.704,200.0,N,1 2 3 4 5 6 7 8 9 10 11 12,0.704,200.0,N
PNUbsGx13NI_15__90a2afe9_00_000000_000359,i choose to render as d stick so right now i view from this picture from this tablet to this d stick i mean this d stick,,,100.0,N,,,100.0,N,,,100.0,N,,,100.0,N
PNUbsGx13NI_15__90a2afe9_01_000299_000404,this g stick i mean this g stick becomes a renderer,is six and we have a system of six cards,0.5107038527727127,100.0,N,is six and we have a system of 10 cards,0.516,100.0,N,is six and we have a system of three cards,0.66,100.0,N,is six and we have a system of cards,0.686,100.0,N
PPkkKfbhIDg_0__d8f775c2_00_000000_000135,you screwed up you made a mistake,pointed up you made a mistake,0.8331188882390658,28.6,P,pointed up you made a mistake thank you,0.697,57.1,P,pointed up you made a mistake,0.716,28.6,Y,pointed up you made a mistake,0.72,28.6,Y
PQBcJvx48g4_7__63a3feb2_00_000000_000073,guitar the kick drum was very very punchy,are they get troubled with a very very pushy,0.6842846009466383,87.5,P,are they get in trouble when it's very very pushy,0.625,100.0,P,are they get trouble with it's very very pushy,0.617,87.5,P,are they get trouble with it's very very pushy,0.621,87.5,P
PSJRmPfOGYQ_13__b2afc3d9_00_000000_000122,i see twitter feeds all over the place right i see them in news stories i see them in,see green fins all over the place so i can see them close to shore i see them in the,0.7441569060087204,47.4,P,see green fins all over the place so i can see them close to shore i see them in the,0.667,47.4,P,see green fins all over the place so i can see them close to shore i see them in the,0.702,47.4,P,see green fins all over the place i can see them close to shore i see them in the,0.713,47.4,P
PZvx9yg5Wlw_14__3ed56b0b_00_000000_000129,this means that australia has promised not to send refugees back,this means that australia's promise not to send refugees back,0.9312445759773255,27.3,Y,this means that australia's promise not to send refugees back,0.81,27.3,Y,this means that australia's promise not to send refugees back,0.633,27.3,Y,this means that australia's promise not to send refugees back,0.647,27.3,Y
PcIDKUiUsPk_1__5d16f2a9_00_000000_000137,are you saying that there are parts of our bodies or certain organs or cells within our,what you say is that all parts of our bodies or certain organs or cells within our,0.7866337649962482,29.4,Y,what you say is that all parts of our bodies or certain organs or cells within our,0.686,29.4,P,what you say is that all parts of our bodies or certain organs or cells within our,0.65,29.4,P,what you say is that all parts of our bodies are certain organs or cells within our,0.654,35.3,P
PcUij7cj32c_2__cd846468_00_000000_000171,hi everyone it's mr sinti and today i'd like to invite you to a conversation,i'm going to tell you,0.43282694220542905,86.7,N,i'm going to tell you,0.476,86.7,N,i'm going to tell you,0.613,86.7,N,i'm like to thank you,0.608,80.0,N
PeMn2nJOuSs_4__97bcd9cf_00_000000_000091,i got dumped by my girlfriend of like four years,in order to have a better life therefore you,0.3929840450485547,100.0,N,in order to have a better life therefore you,0.461,100.0,N,in order to have a better life therefore you,0.52,100.0,N,in order to have a better life therefore,0.518,100.0,N
PgTwGZI2Xkg_14__485dbafd_00_000000_000202,available so you can edit your documents in the mobile web browser that includes android 2 2 froyo or later,vimeo or youtube and talk about these things people want money for that too so there's a whole bunch of photo or video,0.5943246023810428,105.0,N,vimeo or youtube and talk about these things people want money for that too so there's a whole bunch of photo or video,0.561,105.0,N,vimeo or youtube and talk about these things people want money for that too so there's a whole bunch of photo or video,0.683,105.0,N,vimeo or youtube and talk about these things people want money for that too so there's a whole bunch of photo or video,0.686,105.0,N
Ph2PJ6CqIRQ_3__93f5db68_00_000000_000091,i have to be advised to read religion this is everybody you'll,i just want to make it very clear that everybody here,0.44987120208415116,83.3,N,to be able to fulfill my dreams and have a,0.481,75.0,N,to be able to make it very clear that everybody here,0.494,75.0,N,want to my very believer that everybody this,0.503,83.3,N
Pk-Sx-yKg2A_0__cb878ec3_00_000000_000115,wisconsin deter me because i examined the book i say they could have,consciousness could be made adaptable they could be,0.3882600972428918,84.6,N,consciousness could be made adaptable they could have,0.439,76.9,N,consciousness could be made adaptable they could have,0.579,76.9,P,consciousness could be beings adaptable they could have,0.58,76.9,N
PlF5PFlVch8_5__a093417a_00_000000_000359,i'd say that it would become a threat of anybody that i work with that's successful financial athletes people in politics it's hunger you know you and i both know intelligence is a pretty damn valuable tool but there are a lot of very smart people that can't fight their,i said it would harm the reputation of anybody that worked with successful financial athletes people in politics it's hunky doo number two intelligence is pretty damn valuable tool but there are a lot of very smart people that can't find their way,0.7334847235402395,40.0,P,i said it would harm the reputation of anybody that worked with successful financial athletes people in politics it's hunky doo number two intelligence is pretty damn valuable tool but there are a lot of very smart people that can't find their way,0.661,40.0,P,i said it would harm the reputation of anybody that worked with successful financial athletes people in politics it's hunky doo number two intelligence is pretty damn valuable tool but there are a lot of very smart people that can't find their way,0.72,40.0,P,i said it would harm the reputation of anybody that worked with successful financial athletes people in politics it's hunky doo number two intelligence is pretty damn valuable tool but there are a lot of very smart people that can't find their way,0.722,40.0,P
PlF5PFlVch8_5__a093417a_01_000299_000438,but there are a lot of very smart people who can't fight their way out of a paper bag and then when you find somebody who has that,are a lot of very smart people who can't find their way out of a paper bag and when you find someone else out,0.8509617907305559,28.6,P,are a lot of very smart people who can't find their way out of a paper bag and when you find someone else out,0.75,28.6,P,are a lot of very smart people who can't find their way out of a paper bag and when you find someone else out,0.708,28.6,P,are a lot of very smart people who can't find their way out of a paper bag and when you find someone else out,0.707,28.6,P
PyKTYROSy2E_0__58f43672_00_000000_000158,it's a game that i am already regretting thinking of it's time for tattoo roulette with one direction,the kennedy center for the performing arts in washington d,0.5720605760812759,100.0,N,the kennedy center for the performing arts in washington d,0.546,100.0,N,the kennedy center for the performing arts in washington d,0.68,100.0,N,the kennedy center for the performing arts and washington d,0.68,100.0,N
PzyXGUCngoU_0__8f04a60a_00_000000_000113,there's just some security in belonging to a group even if that group gets picked on by another group,just to securely belong to a group even if that group gets picked on by another group,0.8709375910899219,26.3,P,just to securely belong to a group even if that group gets beaten down by another group,0.757,36.8,P,just to securely belong to a group even if that group gets beaten down by another group,0.685,36.8,P,just to securely belong to a group even if that group gets beaten down by another group,0.687,36.8,P
Q35GN23ZFzM_0__a5e98c71_00_000000_000091,egg hunts we're going to find them all we're really excited,is we are going to find them all we are ready to,0.8104515013595422,63.6,P,is we are going to find them all we are ready to,0.711,63.6,P,is we are going to find them all we are ready to,0.661,63.6,P,we are going to find them all we are ready to,0.683,63.6,P
Q6zoeSQnIBc_6__19f018e1_00_000000_000091,second point how long will it take,start at point how long will it take well,0.7746019429630704,42.9,P,start point how long will it take well,0.699,28.6,P,start at point how long will it take well,0.65,42.9,P,at point how long will it take well,0.673,28.6,Y
