utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities,semantic_sim,phonetic_sim,phonetic_matches,phonetic_near_misses,length_ratio,intelligibility_score,intelligibility_tier,intelligibility_label,context_recoverable,context_reason,llm_context_prob,llm_context_reason,failure_mode,success_pattern,topic,ref_words
XvKlXsIC3aw_10__c91ddb42_00_000000_000090,XvKlXsIC3aw_10__c91ddb42,but there's not so we'll have to enjoy this one together,but let's try to do this as quickly as we can,but:ok let's:ins try:ins to:rep do:ins this:rep as:ins quickly:ins as:ins we:ins can:ins,90.9,89.5,0.0,0.0,0.0,"'s, enjoy, have, one, so, together",0.3208,0.3636,0,2,1.000,1.642,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Other,11
Xx0Vm4RmeAE_5__54a644d7_00_000000_000201,Xx0Vm4RmeAE_5__54a644d7,want to let them know like hey you don't have to do this just kind of make them think like oh wait why am i doing this again so,to let them know like hey you don't have to do this just kind of make him think like oh wait why am i doing this again so,to:rep let:rep them:rep know:rep like:rep hey:rep you:rep don't:rep have:rep to:rep do:rep this:rep just:rep kind:rep of:rep make:rep him:ins think:rep like:rep oh:rep wait:rep why:rep am:rep i:rep doing:rep this:rep again:rep so:rep,6.9,11.4,92.9,100.0,96.3,want,0.8727,0.9483,0,1,0.966,4.770,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Other,29
XyIBts7qRwQ_11__0dba2a61_00_000000_000082,XyIBts7qRwQ_11__0dba2a61,it enabled me to find my voice in the courtroom and that was,it enabled me to find my voice in the courtroom and that was,it:ok enabled:ok me:ok to:ok find:ok my:ok voice:ok in:ok the:ok courtroom:ok and:ok that:ok was:ok,0.0,0.0,100.0,100.0,100.0,,1.0000,1.0000,0,0,1.000,5.000,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Other,13
XzEbCeAm9-g_0__87d18897_00_000000_000186,XzEbCeAm9-g_0__87d18897,personally i think it's a safe bet to say that we will see the device between september and october it'll feature an a5,personally i think it's a safe bet to say that we will see the iphone 5 sometime in november or early fall,personally:ok i:ok think:ok it's:ok a:ok safe:ok bet:ok to:ok say:ok that:ok we:ok will:ok see:ok the:ok iphone:ins 5:ins sometime:ins in:ins november:ins or:ins early:ins fall:ins,39.1,52.5,0.0,0.0,0.0,"october, september",0.7103,0.6739,0,3,0.957,3.080,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Good Semantic + Correct Length,Cooking/Food,23
Y0gXX9QWA0U_9__2020632f_00_000000_000084,Y0gXX9QWA0U_9__2020632f,a very brief history of the airplane but the history is going to start a little bit before,environment physicians are now becoming engineers a little bit before,environment:ins physicians:ins are:ins now:ins becoming:ins engineers:ins a:rep little:rep bit:rep before:rep,77.8,77.8,25.0,28.6,26.7,"airplane, brief, going, history, start, very",0.0895,0.2500,0,1,0.556,1.269,2,Poor,False,content_destroyed,0.300,marginal,Total Topic Drift,,Entertainment,18
Y6EJq80PJ2s_8__4b602e48_00_000000_000091,Y6EJq80PJ2s_8__4b602e48,to keep protein high and calories low and i said no,grows nine calories a day and i said no,grows:ins nine:ins calories:rep a:ins day:ins and:rep i:rep said:rep no:rep,63.6,58.8,33.3,40.0,36.4,"high, keep, low, protein",0.4355,0.5455,0,2,0.818,2.518,3,Fair,False,insufficient_signal,0.400,partial_overlap,Content Word Errors,,Other,11
YAwgwRzLONc_4__e906b514_00_000000_000357,YAwgwRzLONc_4__e906b514,we're going to do a little bit of background to start so why aging is important the need for slps to really get into this field because we're getting in kind of late,going to do a little bit of background to this start so why aging is important the need for vitamin e is really needed in this figure because we're eating kind of late and,going:rep to:rep do:rep a:rep little:rep bit:rep of:rep background:rep to:rep this:rep start:ok so:ok why:ok aging:ok is:ok important:ok the:ok need:ok for:ok vitamin:ins e:ins is:rep really:rep needed:ins in:rep this:rep figure:ins because:rep we're:rep eating:ins kind:ok of:ok late:ok and:ins,33.3,35.8,77.8,73.7,75.7,"field, get, getting, slps",0.3506,0.8333,0,5,1.030,3.417,4,Good,True,moderate_semantic_low_error,0.950,strong_structure_match,,Phonetically Preserved,Entertainment,33
YEgNIBeuEJw_14__6c665b22_00_000000_000210,YEgNIBeuEJw_14__6c665b22,situation that we have now so we have more kind of complexity in the decision making process,,,100.0,100.0,0.0,100.0,0.0,"complexity, decision, have, kind, making, more, now, process, situation, so",0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Other,17
YGhdG8oV2G4_0__e4abd28c_00_000000_000147,YGhdG8oV2G4_0__e4abd28c,what the how much is my doctor making bastard,there raising my hand master right,there:ins raising:ins my:rep hand:ins master:ins right:ins,88.9,92.3,0.0,0.0,0.0,"bastard, doctor, making, much",0.1701,0.1667,0,1,0.667,1.016,2,Poor,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Medical/Health,9
YJwfjmMVMAY_0__26e6d1bd_00_000000_000150,YJwfjmMVMAY_0__26e6d1bd,but generally there are a few things and each one is so different,but generally enough to say that i quite enjoyed the,but:ok generally:ok enough:ins to:ins say:ins that:ins i:ins quite:ins enjoyed:ins the:ins,84.6,85.0,14.3,20.0,16.7,"are, different, few, one, so, things",0.2353,0.3462,0,5,0.769,1.536,2,Poor,False,content_destroyed,0.150,unlikely_recoverable,High Error Rate,,Other,13
YLWK4dNEuBc_0__0d0bbc11_00_000000_000155,YLWK4dNEuBc_0__0d0bbc11,is good in terms of we're trying to,when i was 11 years old i was diagnosed with type 1 diabetes,when:ins i:ins was:ins 11:ins years:ins old:ins i:ins was:ins diagnosed:ins with:ins type:ins 1:ins diabetes:ins,162.5,100.0,0.0,0.0,0.0,"good, terms, trying",-0.0850,0.3750,0,6,1.625,0.562,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Other,8
YMZw51yPwQY_5__18c7530c_00_000000_000245,YMZw51yPwQY_5__18c7530c,to the same name so first off is the quick flip case this goes on your iphone 5 or 5s or your ipod 2,into this camera so for yourself it's kind of like flipping a hatch and you go start your ignition five four three two one go ahead,into:ins this:rep camera:ins so:rep for:ins yourself:ins it's:ins kind:ins of:ins like:ins flipping:ins a:ins hatch:ins and:ins you:ins go:ins start:ins your:rep ignition:ins five:ins four:ins three:ins two:ins one:ins go:ins ahead:ins,104.2,93.2,0.0,0.0,0.0,"2, 5, 5s",0.3169,0.3750,0,14,1.083,1.486,2,Poor,False,hallucination,0.050,hallucination,Hallucination,,Technology,24
YNQUR3si7Mw_2__74813ccc_00_000000_000231,YNQUR3si7Mw_2__74813ccc,from whom they're trying to help and this is documented in kelly kearney and ray's ghost symptoms break the spell and be well,from being trained to help this is documented in ethical ways in local symptoms and ways to spot them so well,from:ok being:ins trained:ins to:rep help:rep this:rep is:rep documented:rep in:rep ethical:ins ways:ins in:rep local:ins symptoms:rep and:rep ways:ins to:rep spot:ins them:ins so:ins well:rep,65.2,70.0,0.0,100.0,0.0,"kearney, kelly",0.4451,0.4783,0,4,0.913,2.184,3,Fair,False,insufficient_signal,0.400,partial_overlap,Entity Destruction,,Medical/Health,23
YOSbSurf6DU_15__3c5e0aa7_00_000000_000336,YOSbSurf6DU_15__3c5e0aa7,it becomes sick this is why our bodies get sick heavy metals will do it trans fats will do it chemicals will do it but wireless is the number one cause of inflammation of these cells,become sick and this is why our bodies get sick heavy metals will do it trans fats would do it chemicals would but wi fi is the number one cause of information of these cells and,become:ins sick:rep and:ins this:ok is:ok why:ok our:ok bodies:ok get:ok sick:ok heavy:ok metals:ok will:ok do:ok it:ok trans:ok fats:ok would:ins do:ok it:ok chemicals:ok would:ins but:rep wi:ins fi:ins is:rep the:rep number:rep one:rep cause:rep of:rep information:ins of:rep these:rep cells:rep and:ins,30.6,27.1,100.0,100.0,100.0,,0.8449,0.8194,0,3,1.000,4.424,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Other,36
YOpg7BgB57I_8__bee4690f_00_000000_000146,YOpg7BgB57I_8__bee4690f,so all we need now is zero latency input devices and processors,all we need now is serial links to input devices and processors,all:rep we:rep need:rep now:rep is:rep serial:ins links:ins to:ins input:ok devices:ok and:ok processors:ok,33.3,36.4,0.0,100.0,0.0,zero,0.6261,0.8333,0,2,1.000,3.273,4,Good,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Other,12
YS1Nf-4H2bA_2__9816e5eb_00_000000_000091,YS1Nf-4H2bA_2__9816e5eb,you never have been anything but that,you never have begun until you've been there,you:ok never:ok have:ok begun:ins until:ins you've:ins been:rep there:ins,71.4,112.5,100.0,33.3,50.0,,0.5669,0.5714,0,0,1.143,2.495,3,Fair,False,content_destroyed,0.800,semantic_plus_phonetic,High Error Rate,,Other,7
YSc3C3zQZhU_3__4d876133_00_000000_000181,YSc3C3zQZhU_3__4d876133,you can find me at one of my shows in some dark corner you're in the green room or something doing you know stretching my arms out,me at one of my shows in some dark corner you know in the green room or something you know i need to stretch my arms out,me:rep at:rep one:rep of:rep my:rep shows:rep in:rep some:rep dark:rep corner:rep you:rep know:rep in:rep the:rep green:rep room:rep or:rep something:rep you:rep know:rep i:ins need:ins to:ins stretch:ins my:ok arms:ok out:ok,37.0,20.0,100.0,100.0,100.0,,0.9138,0.7963,0,1,1.000,4.420,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Entertainment,27
YTYjJhifoiM_0__94cc2ea0_00_000000_000287,YTYjJhifoiM_0__94cc2ea0 - Part 1,and so the when and the why kind of combine and based on genetics and kind of extenuating circumstances but certainly the less you move the knee the less,and so the when and the why kind of combines genetics and kind of exacerbated circumstances but certainly the less you move the less,and:ok so:ok the:ok when:ok and:ok the:ok why:ok kind:ok of:ok combines:ins genetics:rep and:rep kind:rep of:rep exacerbated:ins circumstances:rep but:rep certainly:rep the:rep less:rep you:rep move:rep the:rep less:rep,24.1,25.6,66.7,80.0,72.7,"based, combine, extenuating, knee",0.6654,0.7759,0,1,0.828,3.854,4,Good,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,29
YTYjJhifoiM_0__94cc2ea0_01_000239_000296,YTYjJhifoiM_0__94cc2ea0 - Part 2,the less you move the knee the less,the less you move the less,the:ok less:ok you:ok move:ok the:ok less:rep,25.0,25.0,66.7,100.0,80.0,knee,0.7045,0.7500,0,0,0.750,3.886,4,Good,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,8
YXhQEKAhruk_1__87c3598d_00_000000_000073,YXhQEKAhruk_1__87c3598d,the front foot the heel is supposed to line up with the inner arch of the foot,turn your head from the front line and bring your arms over the freedom,turn:ins your:ins head:ins from:ins the:rep front:rep line:rep and:ins bring:ins your:ins arms:ins over:ins the:rep freedom:ins,88.2,116.0,28.6,28.6,28.6,"arch, foot, heel, inner, supposed",0.1537,0.2059,0,1,0.824,1.301,2,Poor,False,content_destroyed,0.300,marginal,Total Topic Drift,,Other,17
YaYqm0RciZA_3__7248df0f_00_000000_000174,YaYqm0RciZA_3__7248df0f,i have dreams of collaborating with some of the greatest people,have dreams of collaborating with some of the greatest people,have:rep dreams:rep of:rep collaborating:rep with:rep some:rep of:rep the:rep greatest:rep people:rep,9.1,6.2,100.0,100.0,100.0,,0.9604,0.9091,0,0,0.909,4.749,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Cooking/Food,11
YlZMBsMZnoI_0__329661ea_00_000000_000082,YlZMBsMZnoI_0__329661ea,well and step four is what many people do it's study,one of the things that many people do is they,one:ins of:ins the:ins things:ins that:ins many:rep people:rep do:rep is:rep they:ins,72.7,70.0,0.0,0.0,0.0,four,0.4013,0.4545,0,4,0.909,2.043,3,Fair,False,insufficient_signal,0.400,partial_overlap,Entity Destruction,,Education/Academic,11
YvNUKcDIsdU_1__ea24b1a9_00_000000_000137,YvNUKcDIsdU_1__ea24b1a9,you can also use our json web token decoder,because i think it's really cool,because:ins i:ins think:ins it's:ins really:ins cool:ins,100.0,100.0,0.0,100.0,0.0,json,0.0013,0.1667,0,3,0.667,0.627,1,Failed,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Technology,9
YwlCIsWqMWc_7__0e0c637e_00_000000_000327,YwlCIsWqMWc_7__0e0c637e,i think we've got to look beyond this and say okay what's in the best interest of the patient and can we make this a curable or a controllable disease where it isn't right now,and they would then look at me and say okay what's in the best interest of the patient can we make this an oral curable or consumable resin where it is right now,and:rep they:ins would:ins then:ins look:rep at:ins me:ins and:rep say:rep okay:rep what's:rep in:rep the:rep best:rep interest:rep of:rep the:rep patient:rep can:rep we:rep make:rep this:rep an:ins oral:ins curable:rep or:rep consumable:ins resin:ins where:rep it:rep is:ins right:rep now:rep,40.0,39.2,69.2,69.2,69.2,"controllable, disease, got, think",0.5331,0.7286,0,7,0.943,3.463,4,Good,True,semantic_coherent,0.800,semantic_plus_phonetic,,Phonetically Preserved,Medical/Health,35
YxqwXDbDvGE_11__530a4223_00_000000_000112,YxqwXDbDvGE_11__530a4223,some will not even pay any attention to meditation that too is changing,some will not even pay any attention to meditation that's too weird,some:ok will:ok not:ok even:ok pay:ok any:ok attention:ok to:ok meditation:ok that's:ins too:ok weird:ins,23.1,21.1,83.3,83.3,83.3,changing,0.7842,0.8462,0,2,0.923,4.273,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,13
ZA1MLWDnImU_0__c82c2277_00_000000_000090,ZA1MLWDnImU_0__c82c2277,you will get a choice of create a profile or calibrate your printer,in search of the right profile called animal husbandry,in:ins search:ins of:rep the:ins right:ins profile:rep called:ins animal:ins husbandry:ins,84.6,84.2,16.7,16.7,16.7,"calibrate, choice, create, get, printer",0.0674,0.2308,0,2,0.692,1.151,2,Poor,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Cooking/Food,13
ZB21bsGO0KA_7__230a76fc_00_000000_000106,ZB21bsGO0KA_7__230a76fc,fill it out all the paperwork that we've ever had,all the people that we've ever had,all:rep the:rep people:ins that:rep we've:rep ever:rep had:rep,40.0,53.3,50.0,66.7,57.1,"fill, paperwork",0.2349,0.6000,0,0,0.700,2.549,3,Fair,False,insufficient_signal,0.950,strong_structure_match,Accumulated Small Errors,,Other,10
ZCEou81szUI_0__5287549e_00_000000_000244,ZCEou81szUI_0__5287549e,to right to six behind side cross side and you start over again now let me go the dance with the counts,around the city behind the skyscrapers behind the lights behind the houses behind the,around:ins the:rep city:ins behind:rep the:rep skyscrapers:ins behind:rep the:rep lights:ins behind:rep the:rep houses:ins behind:rep the:rep,86.4,91.9,0.0,100.0,0.0,six,0.1379,0.2045,0,3,0.636,0.996,1,Failed,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Entertainment,22
ZEA2qyAQRaI_7__37b418b2_00_000000_000359,ZEA2qyAQRaI_7__37b418b2 - Part 1,hickspix codes include cpt cpt is considered level 1 hickspix codes and our little hickspix book are level 2 hickspix codes so that's why they say hickspix and not cpt,,,100.0,100.0,0.0,100.0,0.0,"1, 2, cpt, hickspix",0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Technology,30
ZEA2qyAQRaI_7__37b418b2_01_000299_000376,ZEA2qyAQRaI_7__37b418b2 - Part 2,that's why they say hicksfix and not cpt,how to do it i had to figure it out,how:ins to:ins do:ins it:ins i:ins had:ins to:ins figure:ins it:ins out:ins,125.0,100.0,0.0,0.0,0.0,"cpt, hicksfix, say",0.0060,0.3125,0,5,1.250,0.806,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Other,8
ZIeUBLE3t5k_0__57b76e15_00_000000_000170,ZIeUBLE3t5k_0__57b76e15,all in all quick reminder that calcium is an alkalinizing mineral so what that means is that it helps to,reminder that calcium is in our dairy milk so what that means is that it helps,reminder:rep that:rep calcium:rep is:rep in:rep our:ins dairy:ins milk:ins so:rep what:rep that:rep means:rep is:rep that:ok it:rep helps:rep,45.0,44.8,44.4,66.7,53.3,"alkalinizing, all, in, mineral, quick",0.6734,0.6500,1,0,0.800,3.304,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Good Semantic + Correct Length,Other,20
ZLrxlAhfbuc_0__f65dd9a6_00_000000_000207,ZLrxlAhfbuc_0__f65dd9a6,of a method so if you have this unprecedented hack which 1 2 billion is certainly unprecedented you expect them to be using unprecedented methods,for methods so if you have this unprecedented hacker which is 1 2 million certainly unpresidented you expect him to be using unpresented methods,for:ins methods:rep so:rep if:rep you:rep have:rep this:rep unprecedented:rep hacker:ins which:rep is:rep 1:ok 2:ok million:ins certainly:rep unpresidented:ins you:rep expect:rep him:ins to:rep be:rep using:rep unpresented:ins methods:rep,40.0,40.9,66.7,66.7,66.7,billion,0.7779,0.7800,1,5,0.960,3.842,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Phonetically Preserved,Other,25
ZOxqEfxB1pA_2__71053929_00_000000_000137,ZOxqEfxB1pA_2__71053929,you can use the isoflo memory control to correct or accommodate a pelvic deformity,use the eye strain flow memory control to correct or accommodate above its default,use:rep the:rep eye:ins strain:ins flow:ins memory:ok control:ok to:ok correct:ok or:ok accommodate:ok above:ins its:ins default:ins,57.1,45.8,0.0,100.0,0.0,isoflo,0.3236,0.6429,0,2,1.000,2.436,3,Fair,True,marginal_recoverable,0.550,phonetic_bridge_semantic,Content Word Errors,,Other,14
ZPnyrxO3Aec_5__2f358782_00_000000_000311,ZPnyrxO3Aec_5__2f358782,then this is all you need to do and we'll show you about the geometry of grinding the tool bit itself but that's another story so again,,,100.0,100.0,0.0,100.0,0.0,"again, bit, do, geometry, grinding, need, show, so, story, then, tool",0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Entertainment,27
ZRCioM0Q3GM_6__f2dbc73b_00_000000_000126,ZRCioM0Q3GM_6__f2dbc73b,people are in my face all the time if i want to know something all i have to do is google it,people are in my face all the time if i want to know something all i have to do is google it,people:ok are:ok in:ok my:ok face:ok all:ok the:ok time:ok if:ok i:ok want:ok to:ok know:ok something:ok all:ok i:ok have:ok to:ok do:ok is:ok google:ok it:ok,0.0,0.0,100.0,100.0,100.0,,1.0000,1.0000,0,0,1.000,5.000,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Other,22
ZU2QJVPWKBM_3__a84e0580_00_000000_000091,ZU2QJVPWKBM_3__a84e0580,of any statement of multiple dimensions,love and excitement of multiple dimensions,love:ins and:ins excitement:ins of:ok multiple:ok dimensions:ok,50.0,44.4,66.7,50.0,57.1,statement,0.5243,0.6667,0,2,1.000,3.241,4,Good,True,semantic_coherent,0.800,semantic_plus_phonetic,,Good Semantic + Correct Length,Other,6
ZWaZxIj3FYQ_12__1f84c867_00_000000_000259,ZWaZxIj3FYQ_12__1f84c867,manual setting it lets you have three separate custom settings so if you want to preset the white balance the speed and the aperture you can preview that and you have to use the,,,100.0,100.0,0.0,100.0,0.0,three,0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Other,34
ZaB0enTYS5M_2__6376b421_00_000000_000202,ZaB0enTYS5M_2__6376b421,this thing lies as far as collectability here we have a 1985 teddy ruxpin in the box this one,this still lies as far as accountability we have an 1855 state constitution in the,this:ok still:ins lies:ok as:ok far:ok as:ok accountability:ins we:rep have:rep an:ins 1855:ins state:ins constitution:ins in:rep the:rep,52.6,64.9,0.0,0.0,0.0,"1985, ruxpin, teddy",0.1321,0.5263,0,2,0.789,1.800,2,Poor,False,insufficient_signal,0.300,marginal,Phonetically Similar but Wrong Topic,,Other,19
ZbVXJ38oziA_12__ae289ba8_00_000000_000112,ZbVXJ38oziA_12__ae289ba8,is also very heavy and is seven and a half pounds over 11 and a half inches,also very heavy at 7 5 pounds and over 11 5 inches,also:rep very:rep heavy:rep at:ins 7:ins 5:ins pounds:rep and:ok over:rep 11:rep 5:ins inches:rep,64.7,86.4,20.0,20.0,20.0,"a, and, half, seven",0.8465,0.4118,0,0,0.706,2.600,3,Fair,False,content_destroyed,0.900,high_semantic_good_overlap,Content Word Errors,,Other,17
ZbmNUKdIz9Y_0__8547772c_00_000000_000174,ZbmNUKdIz9Y_0__8547772c,plan for things that are going to happen or on the other hand,plan for things that are going to happen or on the other hand,plan:ok for:ok things:ok that:ok are:ok going:ok to:ok happen:ok or:ok on:ok the:ok other:ok hand:ok,0.0,0.0,100.0,100.0,100.0,,1.0000,1.0000,0,0,1.000,5.000,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Technology,13
ZcCviyMNsPo_9__78596d0d_00_000000_000141,ZcCviyMNsPo_9__78596d0d,but it's mostly cardiac muscle and as i said before that's the pump component of the heart,is mostly not yet muscle and as i said before that's the pump but part of the heat,is:ins mostly:rep not:ins yet:ins muscle:ok and:ok as:ok i:ok said:ok before:ok that's:ok the:ok pump:ok but:rep part:ins of:rep the:rep heat:ins,41.2,42.3,57.1,57.1,57.1,"cardiac, component, heart",0.6813,0.7647,0,2,1.059,3.583,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Phonetically Preserved,Medical/Health,17
Zg6kKJSlVvM_0__02376f39_00_000000_000130,Zg6kKJSlVvM_0__02376f39,let's try these bread crisps cheers,all these blood crimes right trunks now,all:ins these:rep blood:ins crimes:ins right:ins trunks:ins now:ins,116.7,91.7,0.0,0.0,0.0,"bread, cheers, crisps, let, try",-0.0317,0.4167,0,3,1.167,1.000,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Other,6
ZgK5a7Ygk7A_0__03707105_00_000000_000158,ZgK5a7Ygk7A_0__03707105,you're gonna pay 700 over ringgit no i'm like what straight away you have to pay before you port over to another telco,because if you're overthinking you'll come up with the wrong answer you have to play it out before you buy over to the zero,because:ins if:ins you're:rep overthinking:ins you'll:ins come:ins up:ins with:ins the:ins wrong:ins answer:ins you:rep have:rep to:rep play:ins it:ins out:ins before:rep you:rep buy:ins over:rep to:rep the:ins zero:ins,78.3,81.1,0.0,0.0,0.0,700,0.1958,0.4565,0,5,1.043,1.652,2,Poor,False,content_destroyed,0.300,marginal,Phonetically Similar but Wrong Topic,,Other,23
Zhk76qhMXjg_0__e6c7589b_00_000000_000211,Zhk76qhMXjg_0__e6c7589b,on the road also with having kids a lot of times they want to snack or they drop their toys,also with heaviness a lot of times when it's time for the drummers to do their thing,also:rep with:rep heaviness:ins a:rep lot:rep of:rep times:rep when:ins it's:ins time:ins for:ins the:rep drummers:ins to:ok do:ins their:rep thing:ins,70.0,63.3,30.0,37.5,33.3,"drop, having, kids, road, snack, toys, want",0.2188,0.4750,0,3,0.850,2.065,3,Fair,False,insufficient_signal,0.300,marginal,Accumulated Small Errors,,Other,20
ZleYsI-kfos_0__06f40c72_00_000000_000184,ZleYsI-kfos_0__06f40c72,if you have to judge a stage on multiple personality i think like what i was talking about just a moment ago i think,,,100.0,100.0,0.0,100.0,0.0,"a, ago, just, moment",0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Other,24
ZnPSINdvPI8_3__7e100270_00_000000_000183,ZnPSINdvPI8_3__7e100270,and it's almost every word in a sentence fuck the fucking fuckers,should never be in a sentence fighting fires as soon,should:ins never:ins be:ins in:rep a:rep sentence:rep fighting:ins fires:ins as:ins soon:ins,75.0,78.9,16.7,16.7,16.7,"almost, fuck, fuckers, fucking, word",0.3840,0.3333,0,2,0.833,1.911,2,Poor,False,content_destroyed,0.300,marginal,High Error Rate,,Other,12
ZnSOENFuP6M_0__ad915971_00_000000_000149,ZnSOENFuP6M_0__ad915971,is singularly important in the history of american architecture if not the,is singularly important in the history of american architecture if not the,is:ok singularly:ok important:ok in:ok the:ok history:ok of:ok american:ok architecture:ok if:ok not:ok the:ok,0.0,0.0,100.0,100.0,100.0,,1.0000,1.0000,0,0,1.000,5.000,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Other,12
ZnoJxsXKULY_0__83d627ba_00_000000_000132,ZnoJxsXKULY_0__83d627ba,today here the three in one heated jacket and i will walk you through the jacket,i'm so happy to be here today,i'm:ins so:ins happy:ins to:ins be:ins here:rep today:rep,100.0,126.7,33.3,100.0,50.0,"one, three",0.2591,0.0625,0,0,0.438,1.131,2,Poor,False,content_destroyed,0.300,marginal,High Error Rate,,Cooking/Food,16
ZpRy31FC8xk_12__315a6c91_00_000000_000321,ZpRy31FC8xk_12__315a6c91,when i write i kind of drag my pinky right here and i always get like a black mark because i'm dragging my pen but these do not transfer onto your skin,when i write i kind of drag my pen across the paper and i always say please i'm trying my best please do not judge first skin,when:ok i:ok write:ok i:ok kind:ok of:ok drag:ok my:ok pen:rep across:ins the:ins paper:ins and:rep i:rep always:rep say:ins please:ins i'm:rep trying:ins my:rep best:ins please:ins do:rep not:rep judge:ins first:ins skin:rep,53.1,56.2,46.7,53.8,50.0,"black, dragging, get, here, mark, pinky, right, transfer",0.6396,0.6094,0,7,0.844,3.086,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Good Semantic + Correct Length,Other,32
ZpTd8o2qORo_4__d44dd4e1_00_000000_000163,ZpTd8o2qORo_4__d44dd4e1,so every sunday i actually started off with this book,so every single day i actually start off with this morning,so:ok every:ok single:ins day:ins i:rep actually:rep start:ins off:rep with:rep this:rep morning:ins,40.0,47.1,0.0,0.0,0.0,sunday,0.5514,0.8000,0,2,1.100,2.933,3,Fair,True,semantic_coherent,0.800,semantic_plus_phonetic,Accumulated Small Errors,,Entertainment,10
Zs8GkB6MCjU_5__8639462a_00_000000_000112,Zs8GkB6MCjU_5__8639462a,mastectomy chemo and no chemo living or dying,sent me an email no email living or dying,sent:ins me:ins an:ins email:ins no:rep email:ins living:rep or:rep dying:rep,62.5,53.8,50.0,50.0,50.0,"chemo, mastectomy",0.1829,0.6875,0,3,1.125,2.444,3,Fair,False,insufficient_signal,0.300,marginal,Phonetically Similar but Wrong Topic,,Other,8
a-ZYYIU-z9o_3__30865613_00_000000_000359,a-ZYYIU-z9o_3__30865613 - Part 1,how is it impacting your social well being as far as your work and as far as where you're coming i mean it touches all of those pieces and as a nurse i felt that we were we were,,,100.0,100.0,0.0,100.0,0.0,"as, coming, far, felt, impacting, mean, nurse, pieces, social, touches, well, work",0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Other,39
a-ZYYIU-z9o_3__30865613_01_000299_000382,a-ZYYIU-z9o_3__30865613 - Part 2,that we were we were reactive,i think it's important to talk about,i:ins think:ins it's:ins important:ins to:ins talk:ins about:ins,116.7,100.0,0.0,0.0,0.0,reactive,0.1604,0.1667,0,2,1.167,0.986,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Other,6
a04tZ1n86hI_11__d542c0c4_00_000000_000158,a04tZ1n86hI_11__d542c0c4,i got called back to my former university in texas to do a master class on belting,got called back to my former university in texas to do a master class on belting,got:rep called:rep back:rep to:rep my:rep former:rep university:rep in:rep texas:rep to:rep do:rep a:rep master:rep class:rep on:rep belting:rep,5.9,3.6,100.0,100.0,100.0,,0.9924,0.9412,0,0,0.941,4.841,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Education/Academic,17
