deck,slide_num,slide_title,hidden,location_in_slide,surrounding_text,number_mention,normalized,suggested_status
AFTER_AMOSI_Mar2026,72,Arabic Pipeline: Replication Roadmap,no,notes/para[7],"Steps: fine-tune AV-HuBERT + recluster K-means (5-10 weeks), swap to Arabic LLM (1-2 weeks), build eval dataset (4-8 weeks, parallel), RTL normalization + end-to-end testing (3-6 weeks). Total 2-3 months realistic. Pipeline code itself is language-agnostic.",5,5,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,72,Arabic Pipeline: Replication Roadmap,no,notes/para[7],"Steps: fine-tune AV-HuBERT + recluster K-means (5-10 weeks), swap to Arabic LLM (1-2 weeks), build eval dataset (4-8 weeks, parallel), RTL normalization + end-to-end testing (3-6 weeks). Total 2-3 months realistic. Pipeline code itself is language-agnostic.",10,10,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,72,Arabic Pipeline: Replication Roadmap,no,notes/para[7],"Steps: fine-tune AV-HuBERT + recluster K-means (5-10 weeks), swap to Arabic LLM (1-2 weeks), build eval dataset (4-8 weeks, parallel), RTL normalization + end-to-end testing (3-6 weeks). Total 2-3 months realistic. Pipeline code itself is language-agnostic.",1,1,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,72,Arabic Pipeline: Replication Roadmap,no,notes/para[7],"Steps: fine-tune AV-HuBERT + recluster K-means (5-10 weeks), swap to Arabic LLM (1-2 weeks), build eval dataset (4-8 weeks, parallel), RTL normalization + end-to-end testing (3-6 weeks). Total 2-3 months realistic. Pipeline code itself is language-agnostic.",2,2,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,72,Arabic Pipeline: Replication Roadmap,no,notes/para[7],"Steps: fine-tune AV-HuBERT + recluster K-means (5-10 weeks), swap to Arabic LLM (1-2 weeks), build eval dataset (4-8 weeks, parallel), RTL normalization + end-to-end testing (3-6 weeks). Total 2-3 months realistic. Pipeline code itself is language-agnostic.",4,4,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,72,Arabic Pipeline: Replication Roadmap,no,notes/para[7],"Steps: fine-tune AV-HuBERT + recluster K-means (5-10 weeks), swap to Arabic LLM (1-2 weeks), build eval dataset (4-8 weeks, parallel), RTL normalization + end-to-end testing (3-6 weeks). Total 2-3 months realistic. Pipeline code itself is language-agnostic.",8,8,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,72,Arabic Pipeline: Replication Roadmap,no,notes/para[7],"Steps: fine-tune AV-HuBERT + recluster K-means (5-10 weeks), swap to Arabic LLM (1-2 weeks), build eval dataset (4-8 weeks, parallel), RTL normalization + end-to-end testing (3-6 weeks). Total 2-3 months realistic. Pipeline code itself is language-agnostic.",3,3,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,72,Arabic Pipeline: Replication Roadmap,no,notes/para[7],"Steps: fine-tune AV-HuBERT + recluster K-means (5-10 weeks), swap to Arabic LLM (1-2 weeks), build eval dataset (4-8 weeks, parallel), RTL normalization + end-to-end testing (3-6 weeks). Total 2-3 months realistic. Pipeline code itself is language-agnostic.",6,6,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,72,Arabic Pipeline: Replication Roadmap,no,notes/para[7],"Steps: fine-tune AV-HuBERT + recluster K-means (5-10 weeks), swap to Arabic LLM (1-2 weeks), build eval dataset (4-8 weeks, parallel), RTL normalization + end-to-end testing (3-6 weeks). Total 2-3 months realistic. Pipeline code itself is language-agnostic.",2,2,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,72,Arabic Pipeline: Replication Roadmap,no,notes/para[7],"Steps: fine-tune AV-HuBERT + recluster K-means (5-10 weeks), swap to Arabic LLM (1-2 weeks), build eval dataset (4-8 weeks, parallel), RTL normalization + end-to-end testing (3-6 weeks). Total 2-3 months realistic. Pipeline code itself is language-agnostic.",3,3,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,73,AV-HuBERT: Why It’s Not Language-Locked,no,shape[7]/para[0],▸  Visual features are ~80% language-agnostic (mouth geometry is universal),80%,80%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,73,AV-HuBERT: Why It’s Not Language-Locked,no,shape[10]/para[0],73,73,73,UNCLASSIFIED
AFTER_AMOSI_Mar2026,74,Arabic Adaptation: What Changes,no,shape[3]/para[0],"▸  LLM backbone — replace with Arabic-capable LLM (Jais, AceGPT, or multilingual Llama 3)",3,3,UNCLASSIFIED
AFTER_AMOSI_Mar2026,74,Arabic Adaptation: What Changes,no,shape[6]/para[0],▸  Phase 1: Frozen AV-HuBERT + Arabic K-means + Arabic LLM + retrained Q-Former,1,1,UNCLASSIFIED
AFTER_AMOSI_Mar2026,74,Arabic Adaptation: What Changes,no,shape[7]/para[0],▸  Phase 2: Fine-tune AV-HuBERT on Arabic video for language-specific distinctions,2,2,UNCLASSIFIED
AFTER_AMOSI_Mar2026,74,Arabic Adaptation: What Changes,no,shape[8]/para[0],▸  Phase 3: Scale with more Arabic training data,3,3,UNCLASSIFIED
AFTER_AMOSI_Mar2026,74,Arabic Adaptation: What Changes,no,shape[11]/para[0],74,74,74,UNCLASSIFIED
AFTER_AMOSI_Mar2026,74,Arabic Adaptation: What Changes,no,notes/para[1],"1. K-means: Retrain on Arabic audio features — this already retrains per-dataset in our pipeline, so Arabic clusters are essentially 'free'.",1,1,UNCLASSIFIED
AFTER_AMOSI_Mar2026,74,Arabic Adaptation: What Changes,no,notes/para[2],2. LLM: Replace with Arabic-capable model. The LLM swap is the most impactful single change.,2,2,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,74,Arabic Adaptation: What Changes,no,notes/para[3],3. Q-Former + LoRA: Retrain on Arabic video-transcript pairs. This is where the authors' actual novel contribution was.,3,3,METADATA
AFTER_AMOSI_Mar2026,74,Arabic Adaptation: What Changes,no,notes/para[4],4. AV-HuBERT: Frozen English encoder is the starting point. Fine-tuning is Phase 2 optimization.,4,4,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,74,Arabic Adaptation: What Changes,no,notes/para[4],4. AV-HuBERT: Frozen English encoder is the starting point. Fine-tuning is Phase 2 optimization.,2,2,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[4]/para[0],1,1,1,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[5]/para[0],"Rigorous assessment: 2.5× WER gap on 1,497 segments. Novel IS metric reveals 61.6% useful output (NIV Y+P), confirmed by LLM judge at 64.9%. Full failure analysis with improvement suggestions.",2.5,2.5,METADATA
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[5]/para[0],"Rigorous assessment: 2.5× WER gap on 1,497 segments. Novel IS metric reveals 61.6% useful output (NIV Y+P), confirmed by LLM judge at 64.9%. Full failure analysis with improvement suggestions.","1,497",1497,METADATA
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[5]/para[0],"Rigorous assessment: 2.5× WER gap on 1,497 segments. Novel IS metric reveals 61.6% useful output (NIV Y+P), confirmed by LLM judge at 64.9%. Full failure analysis with improvement suggestions.",61.6%,61.6%,METADATA
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[5]/para[0],"Rigorous assessment: 2.5× WER gap on 1,497 segments. Novel IS metric reveals 61.6% useful output (NIV Y+P), confirmed by LLM judge at 64.9%. Full failure analysis with improvement suggestions.",64.9%,64.9%,METADATA
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[8]/para[0],2,2,2,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[9]/para[0],"Production system delivered: standalone container with professional UI, 37 bugs fixed, 8-stage pipeline, 37 tests, 8 research reports — all from a paper with no working environment.",37,37,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[9]/para[0],"Production system delivered: standalone container with professional UI, 37 bugs fixed, 8-stage pipeline, 37 tests, 8 research reports — all from a paper with no working environment.",8,8,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[9]/para[0],"Production system delivered: standalone container with professional UI, 37 bugs fixed, 8-stage pipeline, 37 tests, 8 research reports — all from a paper with no working environment.",37,37,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[9]/para[0],"Production system delivered: standalone container with professional UI, 37 bugs fixed, 8-stage pipeline, 37 tests, 8 research reports — all from a paper with no working environment.",8,8,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[12]/para[0],3,3,3,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[13]/para[0],Model performs well: ~65% of videos produce useful output. IS metric shows high agreement with LLM judge and runs entirely on the standalone computer — no cloud dependency.,65%,65%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[16]/para[0],4,4,4,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[17]/para[0],Clear path forward: confidence scoring + N-best aggregation + LLM upgrade to improve English performance. Full plan to replicate the approach for an Arabic model in 2–3 months.,2,2,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[17]/para[0],Clear path forward: confidence scoring + N-best aggregation + LLM upgrade to improve English performance. Full plan to replicate the approach for an Arabic model in 2–3 months.,3,3,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,shape[19]/para[0],75,75,75,UNCLASSIFIED
AFTER_AMOSI_Mar2026,75,Key Takeaways,no,notes/para[0],"Four takeaways. One: rigorous assessment with novel IS metric and full failure analysis. Two: production system built from scratch. Three: model performs well, 65% useful, IS runs locally. Four: clear path forward for English improvement and Arabic adaptation.",65%,65%,METADATA
AFTER_AMOSI_Mar2026,76,Thank You,no,shape[3]/para[0],"1,497 segments  •  6 quality signals  •  5 failure categories  •  13 experiments8-stage pipeline  •  37 bugs fixed  •  8 research reports","1,497",1497,LIKELY_HOLD
AFTER_AMOSI_Mar2026,76,Thank You,no,shape[3]/para[0],"1,497 segments  •  6 quality signals  •  5 failure categories  •  13 experiments8-stage pipeline  •  37 bugs fixed  •  8 research reports",6,6,UNCLASSIFIED
AFTER_AMOSI_Mar2026,76,Thank You,no,shape[3]/para[0],"1,497 segments  •  6 quality signals  •  5 failure categories  •  13 experiments8-stage pipeline  •  37 bugs fixed  •  8 research reports",5,5,UNCLASSIFIED
AFTER_AMOSI_Mar2026,76,Thank You,no,shape[3]/para[0],"1,497 segments  •  6 quality signals  •  5 failure categories  •  13 experiments8-stage pipeline  •  37 bugs fixed  •  8 research reports",13,13,LIKELY_HOLD
AFTER_AMOSI_Mar2026,76,Thank You,no,shape[3]/para[0],"1,497 segments  •  6 quality signals  •  5 failure categories  •  13 experiments8-stage pipeline  •  37 bugs fixed  •  8 research reports",37,37,UNCLASSIFIED
AFTER_AMOSI_Mar2026,76,Thank You,no,shape[3]/para[0],"1,497 segments  •  6 quality signals  •  5 failure categories  •  13 experiments8-stage pipeline  •  37 bugs fixed  •  8 research reports",8,8,UNCLASSIFIED
AFTER_AMOSI_Mar2026,76,Thank You,no,shape[5]/para[0],76,76,76,UNCLASSIFIED
AFTER_AMOSI_Mar2026,77,A1: Homophenes — The Lip-Reading Problem,no,shape[2]/para[0],50–70% of English sounds are invisible on lips.Multiple sounds produce identical mouth shapes:,50,50,UNCLASSIFIED
AFTER_AMOSI_Mar2026,77,A1: Homophenes — The Lip-Reading Problem,no,shape[2]/para[0],50–70% of English sounds are invisible on lips.Multiple sounds produce identical mouth shapes:,70%,70%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,77,A1: Homophenes — The Lip-Reading Problem,no,notes/para[0],"Homophenes: visually identical mouth shapes for different sounds. 50-70% of sounds invisible on lips. Admiral/animal, mom/bomb — context is the only way to disambiguate. This is why the LLM matters.",50,50,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,77,A1: Homophenes — The Lip-Reading Problem,no,notes/para[0],"Homophenes: visually identical mouth shapes for different sounds. 50-70% of sounds invisible on lips. Admiral/animal, mom/bomb — context is the only way to disambiguate. This is why the LLM matters.",70%,70%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,shape[2]/para[0],PCA: 6 IS signals collapse into 2 principal components:,6,6,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,shape[2]/para[0],PCA: 6 IS signals collapse into 2 principal components:,2,2,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[3]/cell[1,1]",All 5 content signals,5,5,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[3]/cell[1,2]",68.4%,68.4%,68.4%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[3]/cell[1,3]",0.43–0.47 each,0.43,0.43,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[3]/cell[1,3]",0.43–0.47 each,0.47,0.47,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[3]/cell[2,2]",19.5%,19.5%,19.5%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[3]/cell[2,3]",0.91,0.91,0.91,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,shape[4]/para[0],Cross-Config Stability (16 configs),16,16,LIKELY_HOLD
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[5]/cell[1,2]",0.017,0.017,0.017,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[5]/cell[2,2]",0.059,0.059,0.059,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[5]/cell[3,2]",0.023,0.023,0.023,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[5]/cell[4,2]",0.165,0.165,0.165,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[5]/cell[5,2]",0.142,0.142,0.142,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[1,1]",0.925 (std 0.015),0.925,0.925,LIKELY_HOLD
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[1,1]",0.925 (std 0.015),0.015,0.015,LIKELY_HOLD
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[2,0]",Agreement (IS ≥ 2.00),2.00,2.00,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[2,1]",κ = 0.818,0.818,0.818,LIKELY_HOLD
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[3,0]",Agreement (IS ≥ 3.80),3.80,3.80,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[3,1]",κ = 0.690,0.690,0.690,LIKELY_HOLD
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[4,0]",Recall (IS ≥ 2.00),2.00,2.00,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[4,1]",97.6–100%,97.6,97.6,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[4,1]",97.6–100%,100%,100%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[5,1]",κ 0.62–0.86,0.62,0.62,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,"shape[7]/cell[5,1]",κ 0.62–0.86,0.86,0.86,UNCLASSIFIED
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,notes/para[0],"PCA retains 2 PCs: signal quality (68.4%, all 5 content signals load equally) and output length (19.5%, Length Ratio). Cross-config: Semantic, Phonetic, NEA are stable; WER and Length Ratio are volatile. IS vs Opus judge: κ=0.818 at Y+P (IS≥2.00), κ=0.690 at Y (IS≥3.80).",2,2,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,notes/para[0],"PCA retains 2 PCs: signal quality (68.4%, all 5 content signals load equally) and output length (19.5%, Length Ratio). Cross-config: Semantic, Phonetic, NEA are stable; WER and Length Ratio are volatile. IS vs Opus judge: κ=0.818 at Y+P (IS≥2.00), κ=0.690 at Y (IS≥3.80).",68.4%,68.4%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,notes/para[0],"PCA retains 2 PCs: signal quality (68.4%, all 5 content signals load equally) and output length (19.5%, Length Ratio). Cross-config: Semantic, Phonetic, NEA are stable; WER and Length Ratio are volatile. IS vs Opus judge: κ=0.818 at Y+P (IS≥2.00), κ=0.690 at Y (IS≥3.80).",5,5,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,notes/para[0],"PCA retains 2 PCs: signal quality (68.4%, all 5 content signals load equally) and output length (19.5%, Length Ratio). Cross-config: Semantic, Phonetic, NEA are stable; WER and Length Ratio are volatile. IS vs Opus judge: κ=0.818 at Y+P (IS≥2.00), κ=0.690 at Y (IS≥3.80).",19.5%,19.5%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,notes/para[0],"PCA retains 2 PCs: signal quality (68.4%, all 5 content signals load equally) and output length (19.5%, Length Ratio). Cross-config: Semantic, Phonetic, NEA are stable; WER and Length Ratio are volatile. IS vs Opus judge: κ=0.818 at Y+P (IS≥2.00), κ=0.690 at Y (IS≥3.80).",0.818,0.818,LIKELY_HOLD
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,notes/para[0],"PCA retains 2 PCs: signal quality (68.4%, all 5 content signals load equally) and output length (19.5%, Length Ratio). Cross-config: Semantic, Phonetic, NEA are stable; WER and Length Ratio are volatile. IS vs Opus judge: κ=0.818 at Y+P (IS≥2.00), κ=0.690 at Y (IS≥3.80).",2.00,2.00,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,notes/para[0],"PCA retains 2 PCs: signal quality (68.4%, all 5 content signals load equally) and output length (19.5%, Length Ratio). Cross-config: Semantic, Phonetic, NEA are stable; WER and Length Ratio are volatile. IS vs Opus judge: κ=0.818 at Y+P (IS≥2.00), κ=0.690 at Y (IS≥3.80).",0.690,0.690,LIKELY_HOLD
AFTER_AMOSI_Mar2026,78,A3: IS Component Correlation,no,notes/para[0],"PCA retains 2 PCs: signal quality (68.4%, all 5 content signals load equally) and output length (19.5%, Length Ratio). Cross-config: Semantic, Phonetic, NEA are stable; WER and Length Ratio are volatile. IS vs Opus judge: κ=0.818 at Y+P (IS≥2.00), κ=0.690 at Y (IS≥3.80).",3.80,3.80,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[3]/cell[1,1]",900,900,900,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[3]/cell[2,1]",165 (18.3%),165,165,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[3]/cell[2,1]",165 (18.3%),18.3%,18.3%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[3]/cell[3,0]",Useful output (IS ≥ 2.00),2.00,2.00,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[3]/cell[3,1]",61.6%,61.6%,61.6%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[3]/cell[4,1]",64.9%,64.9%,64.9%,LIKELY_HOLD
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[3]/cell[5,1]",κ = 0.818,0.818,0.818,LIKELY_HOLD
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,shape[4]/para[0],"58% of salvageable have moderate WER (50–70%).Decision tree: 15 rules, r=0.934 with IS.",58%,58%,METADATA
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,shape[4]/para[0],"58% of salvageable have moderate WER (50–70%).Decision tree: 15 rules, r=0.934 with IS.",50,50,METADATA
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,shape[4]/para[0],"58% of salvageable have moderate WER (50–70%).Decision tree: 15 rules, r=0.934 with IS.",70%,70%,METADATA
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,shape[4]/para[0],"58% of salvageable have moderate WER (50–70%).Decision tree: 15 rules, r=0.934 with IS.",15,15,METADATA
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,shape[4]/para[0],"58% of salvageable have moderate WER (50–70%).Decision tree: 15 rules, r=0.934 with IS.",0.934,0.934,METADATA
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,shape[5]/para[0],6 Recovery Categories,6,6,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[1,1]",54,54,54,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[1,2]",LLM prob ≥ 0.8,0.8,0.8,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[2,1]",57,57,57,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[2,2]",Semantic ≥ 0.5,0.5,0.5,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[3,1]",93,93,93,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[3,2]",Phonetic ≥ 0.6,0.6,0.6,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[4,1]",44,44,44,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[4,2]",NEA F1 ≥ 50%,50%,50%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[5,1]",74,74,74,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[6,1]",27,27,27,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,"shape[6]/cell[6,2]",WER−WWER ≥ 10pp,10,10,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,shape[7]/para[0],Categories overlap — segments can exhibit multiple recovery signals. System delivers useful output for 1 in 2 segments.,1,1,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,shape[7]/para[0],Categories overlap — segments can exhibit multiple recovery signals. System delivers useful output for 1 in 2 segments.,2,2,UNCLASSIFIED
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,notes/para[0],"165 of 900 metric-failed segments are recoverable by the LLM heuristic. Useful output rate is 61.6% (NIV Y+P). 6 recovery categories (overlap, not disjoint). 58% have moderate WER (50-70%).",165,165,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,notes/para[0],"165 of 900 metric-failed segments are recoverable by the LLM heuristic. Useful output rate is 61.6% (NIV Y+P). 6 recovery categories (overlap, not disjoint). 58% have moderate WER (50-70%).",900,900,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,notes/para[0],"165 of 900 metric-failed segments are recoverable by the LLM heuristic. Useful output rate is 61.6% (NIV Y+P). 6 recovery categories (overlap, not disjoint). 58% have moderate WER (50-70%).",61.6%,61.6%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,notes/para[0],"165 of 900 metric-failed segments are recoverable by the LLM heuristic. Useful output rate is 61.6% (NIV Y+P). 6 recovery categories (overlap, not disjoint). 58% have moderate WER (50-70%).",6,6,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,notes/para[0],"165 of 900 metric-failed segments are recoverable by the LLM heuristic. Useful output rate is 61.6% (NIV Y+P). 6 recovery categories (overlap, not disjoint). 58% have moderate WER (50-70%).",58%,58%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,notes/para[0],"165 of 900 metric-failed segments are recoverable by the LLM heuristic. Useful output rate is 61.6% (NIV Y+P). 6 recovery categories (overlap, not disjoint). 58% have moderate WER (50-70%).",50,50,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,79,A4: LLM Salvage — Recoverable Segments,no,notes/para[0],"165 of 900 metric-failed segments are recoverable by the LLM heuristic. Useful output rate is 61.6% (NIV Y+P). 6 recovery categories (overlap, not disjoint). 58% have moderate WER (50-70%).",70%,70%,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,shape[2]/para[0],"One real example per recovery category — all IS < 2.0 (metrics say ""failed"") but heuristic says recoverable:",2.0,2.0,NEEDS_VERIFICATION
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[1,3]",74%,74%,74%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[1,4]",2.92,2.92,2.92,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[1,5]",0.90,0.90,0.90,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[2,3]",72%,72%,72%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[2,4]",2.86,2.86,2.86,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[2,5]",0.90,0.90,0.90,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[3,3]",89%,89%,89%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[3,4]",2.75,2.75,2.75,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[3,5]",0.90,0.90,0.90,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[4,3]",57%,57%,57%,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[4,4]",2.86,2.86,2.86,UNCLASSIFIED
AFTER_AMOSI_Mar2026,80,A5: LLM Salvage — Curated Examples,yes,"shape[3]/cell[4,5]",0.90,0.90,0.90,UNCLASSIFIED
