deck,slide_num,slide_title,hidden,location_in_slide,surrounding_text,number_mention,normalized,suggested_status,audit_category,audit_reason
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[4]/para[0],"Recommended default: 30% green words -> 65.2% recall, 5.6% FPR. Pick higher thresholds for mission-critical workflows; lower for high-recall research workflows.",65.2%,65.2%,NEEDS_VERIFICATION,OK,matches MBR canonical key=trustgate_t30_recall
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[4]/para[0],"Recommended default: 30% green words -> 65.2% recall, 5.6% FPR. Pick higher thresholds for mission-critical workflows; lower for high-recall research workflows.",5.6%,5.6%,NEEDS_VERIFICATION,OK,matches MBR canonical key=trustgate_t30_fpr
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[5]/para[0],"Audit keys: trustgate_new_t{10,20,30,40,50,60,70,80,90}_*. Calibrated under joint conf+agreement rule.",10,10,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[5]/para[0],"Audit keys: trustgate_new_t{10,20,30,40,50,60,70,80,90}_*. Calibrated under joint conf+agreement rule.",20,20,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[5]/para[0],"Audit keys: trustgate_new_t{10,20,30,40,50,60,70,80,90}_*. Calibrated under joint conf+agreement rule.",30,30,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[5]/para[0],"Audit keys: trustgate_new_t{10,20,30,40,50,60,70,80,90}_*. Calibrated under joint conf+agreement rule.",40,40,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[5]/para[0],"Audit keys: trustgate_new_t{10,20,30,40,50,60,70,80,90}_*. Calibrated under joint conf+agreement rule.",50,50,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[5]/para[0],"Audit keys: trustgate_new_t{10,20,30,40,50,60,70,80,90}_*. Calibrated under joint conf+agreement rule.",60,60,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[5]/para[0],"Audit keys: trustgate_new_t{10,20,30,40,50,60,70,80,90}_*. Calibrated under joint conf+agreement rule.",70,70,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[5]/para[0],"Audit keys: trustgate_new_t{10,20,30,40,50,60,70,80,90}_*. Calibrated under joint conf+agreement rule.",80,80,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[5]/para[0],"Audit keys: trustgate_new_t{10,20,30,40,50,60,70,80,90}_*. Calibrated under joint conf+agreement rule.",90,90,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,shape[7]/para[0],56,56,56,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section E (new_rule_joint_conf_agreement) + docs/confidence/client_trust_calibration.md. Operating-point ROC-style table on the per-segment trust gate. n=1,427 (per_segment_safety.csv, 70 empty-output segments excluded; see audit anomaly note about denominator difference between per-segment safety and full IS distribution). Recommended default at frac","1,427",1427,METADATA,OK,matches MBR canonical key=perword_new_total_words_segs
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section E (new_rule_joint_conf_agreement) + docs/confidence/client_trust_calibration.md. Operating-point ROC-style table on the per-segment trust gate. n=1,427 (per_segment_safety.csv, 70 empty-output segments excluded; see audit anomaly note about denominator difference between per-segment safety and full IS distribution). Recommended default at frac",70,70,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section E (new_rule_joint_conf_agreement) + docs/confidence/client_trust_calibration.md. Operating-point ROC-style table on the per-segment trust gate. n=1,427 (per_segment_safety.csv, 70 empty-output segments excluded; see audit anomaly note about denominator difference between per-segment safety and full IS distribution). Recommended default at frac",30%,30%,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section E (new_rule_joint_conf_agreement) + docs/confidence/client_trust_calibration.md. Operating-point ROC-style table on the per-segment trust gate. n=1,427 (per_segment_safety.csv, 70 empty-output segments excluded; see audit anomaly note about denominator difference between per-segment safety and full IS distribution). Recommended default at frac",65.2%,65.2%,METADATA,OK,matches MBR canonical key=trustgate_t30_recall
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section E (new_rule_joint_conf_agreement) + docs/confidence/client_trust_calibration.md. Operating-point ROC-style table on the per-segment trust gate. n=1,427 (per_segment_safety.csv, 70 empty-output segments excluded; see audit anomaly note about denominator difference between per-segment safety and full IS distribution). Recommended default at frac",5.6%,5.6%,METADATA,OK,matches MBR canonical key=trustgate_t30_fpr
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section E (new_rule_joint_conf_agreement) + docs/confidence/client_trust_calibration.md. Operating-point ROC-style table on the per-segment trust gate. n=1,427 (per_segment_safety.csv, 70 empty-output segments excluded; see audit anomaly note about denominator difference between per-segment safety and full IS distribution). Recommended default at frac",0,0,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section E (new_rule_joint_conf_agreement) + docs/confidence/client_trust_calibration.md. Operating-point ROC-style table on the per-segment trust gate. n=1,427 (per_segment_safety.csv, 70 empty-output segments excluded; see audit anomaly note about denominator difference between per-segment safety and full IS distribution). Recommended default at frac",0,0,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section E (new_rule_joint_conf_agreement) + docs/confidence/client_trust_calibration.md. Operating-point ROC-style table on the per-segment trust gate. n=1,427 (per_segment_safety.csv, 70 empty-output segments excluded; see audit anomaly note about denominator difference between per-segment safety and full IS distribution). Recommended default at frac",0,0,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,58,Trust-Gate Operating Points (per-segment),no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section E (new_rule_joint_conf_agreement) + docs/confidence/client_trust_calibration.md. Operating-point ROC-style table on the per-segment trust gate. n=1,427 (per_segment_safety.csv, 70 empty-output segments excluded; see audit anomaly note about denominator difference between per-segment safety and full IS distribution). Recommended default at frac",0,0,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[0]/para[0],Phase 2: Exploit All 20 Hypotheses,2,2,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[0]/para[0],Phase 2: Exploit All 20 Hypotheses,20,20,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[2]/para[0],Currently discarding 19 of 20 beam candidates,19,19,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[2]/para[0],Currently discarding 19 of 20 beam candidates,20,20,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[6]/para[0],• Align all 20 hypotheses word-by-word,20,20,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[11]/para[0],• Expected: 5–15% relative IS improvement,5,5,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[11]/para[0],• Expected: 5–15% relative IS improvement,15%,15%,NEEDS_VERIFICATION,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[11]/para[1],"• Targets: Accumulated Errors (9.1%) — the ""death by a thousand cuts"" category",9.1%,9.1%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[11]/para[2],• Moves borderline segments into clearly useful range (IS ≥ 3.80),3.80,3.80,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[12]/para[0],"ROVER: Fiscus (1997), NIST  |  MBR Decoding: Kumar & Byrne (2004), HLT-NAACL",1997,1997,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[12]/para[0],"ROVER: Fiscus (1997), NIST  |  MBR Decoding: Kumar & Byrne (2004), HLT-NAACL",2004,2004,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,shape[14]/para[0],57,57,57,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,notes/para[0],Phase 2 exploits beam search output. Currently we keep only the top hypothesis and throw away 19 alternatives. ROVER aligns all 20 and votes word-by-word. MBR picks the hypothesis closest to the consensus. Both are established ASR techniques with consistent 5-15% gains. Targets the Accumulated Errors category (9.1% of failures).,2,2,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,notes/para[0],Phase 2 exploits beam search output. Currently we keep only the top hypothesis and throw away 19 alternatives. ROVER aligns all 20 and votes word-by-word. MBR picks the hypothesis closest to the consensus. Both are established ASR techniques with consistent 5-15% gains. Targets the Accumulated Errors category (9.1% of failures).,19,19,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,notes/para[0],Phase 2 exploits beam search output. Currently we keep only the top hypothesis and throw away 19 alternatives. ROVER aligns all 20 and votes word-by-word. MBR picks the hypothesis closest to the consensus. Both are established ASR techniques with consistent 5-15% gains. Targets the Accumulated Errors category (9.1% of failures).,20,20,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,notes/para[0],Phase 2 exploits beam search output. Currently we keep only the top hypothesis and throw away 19 alternatives. ROVER aligns all 20 and votes word-by-word. MBR picks the hypothesis closest to the consensus. Both are established ASR techniques with consistent 5-15% gains. Targets the Accumulated Errors category (9.1% of failures).,5,5,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,notes/para[0],Phase 2 exploits beam search output. Currently we keep only the top hypothesis and throw away 19 alternatives. ROVER aligns all 20 and votes word-by-word. MBR picks the hypothesis closest to the consensus. Both are established ASR techniques with consistent 5-15% gains. Targets the Accumulated Errors category (9.1% of failures).,15%,15%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,59,Phase 2: Exploit All 20 Hypotheses,no,notes/para[0],Phase 2 exploits beam search output. Currently we keep only the top hypothesis and throw away 19 alternatives. ROVER aligns all 20 and votes word-by-word. MBR picks the hypothesis closest to the consensus. Both are established ASR techniques with consistent 5-15% gains. Targets the Accumulated Errors category (9.1% of failures).,9.1%,9.1%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[2]/para[0],"Opus 4.7 dual-conf prompt, blind, 5,988 verdicts (1,497 segments x 4 methods). McNemar paired vs baseline (top-1).",4.7,4.7,METADATA,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[2]/para[0],"Opus 4.7 dual-conf prompt, blind, 5,988 verdicts (1,497 segments x 4 methods). McNemar paired vs baseline (top-1).","5,988",5988,METADATA,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[2]/para[0],"Opus 4.7 dual-conf prompt, blind, 5,988 verdicts (1,497 segments x 4 methods). McNemar paired vs baseline (top-1).","1,497",1497,METADATA,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[2]/para[0],"Opus 4.7 dual-conf prompt, blind, 5,988 verdicts (1,497 segments x 4 methods). McNemar paired vs baseline (top-1).",4,4,METADATA,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[2]/para[0],"Opus 4.7 dual-conf prompt, blind, 5,988 verdicts (1,497 segments x 4 methods). McNemar paired vs baseline (top-1).",1,1,METADATA,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[1,1]",13.09%,13.09%,13.09%,UNCLASSIFIED,OK,coincidental token (PCA variance / cross-tab cell / explicit-baseline row)
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[1,2]",68.40%,68.40%,68.40%,UNCLASSIFIED,OK,coincidental token (PCA variance / cross-tab cell / explicit-baseline row)
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[2,1]",13.89%,13.89%,13.89%,UNCLASSIFIED,OK,matches MBR canonical key=judge_v3_y_pct_mbr
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[2,2]",71.08%,71.08%,71.08%,UNCLASSIFIED,OK,matches MBR canonical key=judge_v3_yp_pct_mbr
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[2,3]",0.00017 ***,0.00017,0.00017,UNCLASSIFIED,OK,matches MBR canonical key=mcnemar_yp_p_mbr
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[3,1]",13.96%,13.96%,13.96%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[3,2]",69.27%,69.27%,69.27%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[3,3]",0.149 (n.s.),0.149,0.149,UNCLASSIFIED,OK,matches MBR canonical key=mcnemar_yp_p_vote_score
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[4,1]",12.49%,12.49%,12.49%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[4,2]",70.47%,70.47%,70.47%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,"shape[4]/cell[4,3]",0.00257 **,0.00257,0.00257,UNCLASSIFIED,OK,matches MBR canonical key=mcnemar_yp_p_vote_conf
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[5]/para[1],"• Y+P shifts: MBR +40 wins, p=0.00017",40,40,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[5]/para[1],"• Y+P shifts: MBR +40 wins, p=0.00017",0.00017,0.00017,LIKELY_HOLD,OK,matches MBR canonical key=mcnemar_yp_p_mbr
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[5]/para[2],"• Y+P shifts: vote_conf +31 wins, p=0.00257",31,31,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[5]/para[2],"• Y+P shifts: vote_conf +31 wins, p=0.00257",0.00257,0.00257,LIKELY_HOLD,OK,matches MBR canonical key=mcnemar_yp_p_vote_conf
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[5]/para[3],• vote_score n.s. on Y+P (p=0.149),0.149,0.149,LIKELY_HOLD,OK,matches MBR canonical key=mcnemar_yp_p_vote_score
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[5]/para[4],• Identical-text drift v3: 12.6 / 10.4 / 14.2% per method (down from v1's 27%) - dual-conf prompt removed bias,12.6,12.6,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[5]/para[4],• Identical-text drift v3: 12.6 / 10.4 / 14.2% per method (down from v1's 27%) - dual-conf prompt removed bias,10.4,10.4,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[5]/para[4],• Identical-text drift v3: 12.6 / 10.4 / 14.2% per method (down from v1's 27%) - dual-conf prompt removed bias,14.2%,14.2%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[5]/para[4],• Identical-text drift v3: 12.6 / 10.4 / 14.2% per method (down from v1's 27%) - dual-conf prompt removed bias,27%,27%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,shape[8]/para[0],58,58,58,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section F + docs/evaluation/llm_judge_nbest/llm_judge_nbest_analysis.md. Headline: hyp_mbr +40 Y+P wins (p=0.00017), hyp_vote_conf +31 Y+P wins (p=0.00257); both highly significant. vote_score not significant (p=0.149). Y verdict tied across all methods. Identical-text drift dropped from v1's 27% to 12.6-14.2% in v3 (audit:_note_drift) thanks to the d",40,40,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section F + docs/evaluation/llm_judge_nbest/llm_judge_nbest_analysis.md. Headline: hyp_mbr +40 Y+P wins (p=0.00017), hyp_vote_conf +31 Y+P wins (p=0.00257); both highly significant. vote_score not significant (p=0.149). Y verdict tied across all methods. Identical-text drift dropped from v1's 27% to 12.6-14.2% in v3 (audit:_note_drift) thanks to the d",0.00017,0.00017,METADATA,OK,matches MBR canonical key=mcnemar_yp_p_mbr
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section F + docs/evaluation/llm_judge_nbest/llm_judge_nbest_analysis.md. Headline: hyp_mbr +40 Y+P wins (p=0.00017), hyp_vote_conf +31 Y+P wins (p=0.00257); both highly significant. vote_score not significant (p=0.149). Y verdict tied across all methods. Identical-text drift dropped from v1's 27% to 12.6-14.2% in v3 (audit:_note_drift) thanks to the d",31,31,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section F + docs/evaluation/llm_judge_nbest/llm_judge_nbest_analysis.md. Headline: hyp_mbr +40 Y+P wins (p=0.00017), hyp_vote_conf +31 Y+P wins (p=0.00257); both highly significant. vote_score not significant (p=0.149). Y verdict tied across all methods. Identical-text drift dropped from v1's 27% to 12.6-14.2% in v3 (audit:_note_drift) thanks to the d",0.00257,0.00257,METADATA,OK,matches MBR canonical key=mcnemar_yp_p_vote_conf
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section F + docs/evaluation/llm_judge_nbest/llm_judge_nbest_analysis.md. Headline: hyp_mbr +40 Y+P wins (p=0.00017), hyp_vote_conf +31 Y+P wins (p=0.00257); both highly significant. vote_score not significant (p=0.149). Y verdict tied across all methods. Identical-text drift dropped from v1's 27% to 12.6-14.2% in v3 (audit:_note_drift) thanks to the d",0.149,0.149,METADATA,OK,matches MBR canonical key=mcnemar_yp_p_vote_score
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section F + docs/evaluation/llm_judge_nbest/llm_judge_nbest_analysis.md. Headline: hyp_mbr +40 Y+P wins (p=0.00017), hyp_vote_conf +31 Y+P wins (p=0.00257); both highly significant. vote_score not significant (p=0.149). Y verdict tied across all methods. Identical-text drift dropped from v1's 27% to 12.6-14.2% in v3 (audit:_note_drift) thanks to the d",27%,27%,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section F + docs/evaluation/llm_judge_nbest/llm_judge_nbest_analysis.md. Headline: hyp_mbr +40 Y+P wins (p=0.00017), hyp_vote_conf +31 Y+P wins (p=0.00257); both highly significant. vote_score not significant (p=0.149). Y verdict tied across all methods. Identical-text drift dropped from v1's 27% to 12.6-14.2% in v3 (audit:_note_drift) thanks to the d",12.6,12.6,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section F + docs/evaluation/llm_judge_nbest/llm_judge_nbest_analysis.md. Headline: hyp_mbr +40 Y+P wins (p=0.00017), hyp_vote_conf +31 Y+P wins (p=0.00257); both highly significant. vote_score not significant (p=0.149). Y verdict tied across all methods. Identical-text drift dropped from v1's 27% to 12.6-14.2% in v3 (audit:_note_drift) thanks to the d",14.2%,14.2%,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,60,N-best Aggregation: v3 Judge Paired Tests,no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section F + docs/evaluation/llm_judge_nbest/llm_judge_nbest_analysis.md. Headline: hyp_mbr +40 Y+P wins (p=0.00017), hyp_vote_conf +31 Y+P wins (p=0.00257); both highly significant. vote_score not significant (p=0.149). Y verdict tied across all methods. Identical-text drift dropped from v1's 27% to 12.6-14.2% in v3 (audit:_note_drift) thanks to the d","5,988",5988,METADATA,METADATA,slide-meta / date / page
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,"shape[3]/cell[1,1]",0.00017,0.00017,0.00017,UNCLASSIFIED,OK,matches MBR canonical key=mcnemar_yp_p_mbr
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,"shape[3]/cell[1,2]",0.00257,0.00257,0.00257,UNCLASSIFIED,OK,matches MBR canonical key=mcnemar_yp_p_vote_conf
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,"shape[3]/cell[2,1]",+40,40,40,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,"shape[3]/cell[2,2]",+31,31,31,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,"shape[3]/cell[3,1]",86.7%,86.7%,86.7%,LIKELY_HOLD,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,"shape[3]/cell[3,2]",80.0%,80.0%,80.0%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,"shape[3]/cell[3,3]",MBR  (matches gold std 83.3%),83.3%,83.3%,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,"shape[3]/cell[4,2]",agreement [0.4-0.8],0.4,0.4,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,"shape[3]/cell[4,2]",agreement [0.4-0.8],0.8,0.8,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,shape[6]/para[0],• MBR mean per-word conf 0.867 (audit:section_D mbr per-word posterior - compatible with T_trust/T_safe/T_salvage cuts),0.867,0.867,METADATA,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,shape[6]/para[1],"• Vote methods emit agreement scores in [0.4, 0.8] - narrow range incompatible with the existing band thresholds",0.4,0.4,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,shape[6]/para[1],"• Vote methods emit agreement scores in [0.4, 0.8] - narrow range incompatible with the existing band thresholds",0.8,0.8,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,shape[6]/para[2],"• Hybrid gate considered & rejected: +36 vs +37 = one rescue, not worth a threshold",36,36,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,shape[6]/para[2],"• Hybrid gate considered & rejected: +36 vs +37 = one rescue, not worth a threshold",37,37,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,shape[9]/para[0],59,59,59,UNCLASSIFIED,OUT_OF_AUDIT,not in audit canonical set
AFTER_AMOSI_May2026,61,Why MBR Won the Default-Display Slot,no,notes/para[0],"Source: docs/evaluation/after_amosi_audit.json Section F intra_rater + MEMORY n_best_aggregation_findings entry + docs/beam-search/n_best_implementation.md. Both MBR and vote_conf pass the v3 judge significance bar (Y+P McNemar p=0.00017 and 0.00257). MBR wins on (a) higher intra-rater exact agreement (86.7% vs 80%, matches gold-standard top-1 83.3%) and (b) calibrated per-word posterior compatibl",0.00017,0.00017,METADATA,OK,matches MBR canonical key=mcnemar_yp_p_mbr
